title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Inside Monkey Zetterland,1992,12,,,4,1,Jefery Levy,6.0,6.0
Intruso,1993,3,,,8,7,Vicente Aranda,2.0,1.0
Io speriamo che me la cavo,1992,12,,,5,2,Lina Wertmüller,9.0,6.0
Al-irhab wal kabab,1992,14,12,2,8,7,Sharif Arafah,6.0,1.0
Isä meidän,1993,3,,,8,7,Veikko Aaltonen,1.0,
Jack Be Nimble,1993,10,16,,8,1,Garth Maxwell,10.0,6.0
Jack the Bear,1993,12,3,,4,1,Marshall Herskovitz,28.0,11.0
Jaagruti,1993,14,3,19,8,7,Suresh Krishna,2.0,
Jancio Wodnik,1993,12,3,,8,7,Jan Jakub Kolski,3.0,
Jason Goes to Hell: The Final Friday,1993,6,10,16,4,1,Adam Marcus,344.0,132.0
Jeanne la Pucelle I - Les batailles,1994,1,3,4,7,5,Jacques Rivette,6.0,12.0
Jeanne la Pucelle II - Les prisons,1994,1,3,4,7,5,Jacques Rivette,4.0,11.0
Le jeune Werther,1993,3,,,7,5,Jacques Doillon,1.0,
Ji de... xiang jiao cheng shu shi,1993,12,7,,8,7,Leung Chun 'Samson' Chiu,2.0,
Jib-Borha Be Behesht Nemiravand,1992,12,3,,8,7,Abolhassan Davoodi,,
Joey Breaker,1993,12,3,7,4,1,Steven Starr,2.0,
Johnny 100 Pesos,1993,2,3,16,8,7,Gustavo Graef Marino,6.0,5.0
Jona che visse nella balena,1993,3,,,5,1,Roberto Faenza,4.0,1.0
Josh and S.A.M.,1993,5,12,3,4,1,Billy Weber,15.0,6.0
Le journal de Lady M,1993,3,,,8,5,Alain Tanner,2.0,1.0
The Joy Luck Club,1993,3,,,4,1,Wayne Wang,115.0,28.0
The Judas Project,1990,14,3,6,4,1,James H. Barden,24.0,4.0
Judgment Night,1993,14,2,3,6,1,Stephen Hopkins,86.0,31.0
Jungledyret,1993,18,13,19,8,7,"Stefan Fjeldmark, Flemming Quist Møller",4.0,1.0
Jurassic Park,1993,14,5,15,4,1,Steven Spielberg,1053.0,352.0
"Justinien Trouvé, ou le bâtard de Dieu",1993,3,4,,7,5,Christian Fechner,2.0,
Justiz,1993,3,,,1,3,Hans W. Geissendörfer,,1.0
Kalifornia,1993,2,3,16,4,1,Dominic Sena,174.0,62.0
Karlakórinn Hekla,1992,12,,,8,7,Guðný Halldórsdóttir,3.0,
Podmoskovnye vechera,1994,3,,,3,6,Valeriy Todorovskiy,1.0,1.0
Khal Nayak,1993,14,5,2,8,7,Subhash Ghai,16.0,6.0
Kika,1993,12,,,8,7,Pedro Almodóvar,23.0,26.0
Kill Zone,1993,14,8,,8,1,Cirio H. Santiago,7.0,6.0
Grey Knight,1993,10,8,,4,1,George Hickenlooper,15.0,6.0
King Uncle,1993,12,3,13,8,7,Rakesh Roshan,5.0,
King of the Hill,1993,3,4,,4,1,Steven Soderbergh,48.0,50.0
Kleine Haie,1992,12,7,,1,3,Sönke Wortmann,3.0,6.0
De kleine blonde dood,1993,3,,,8,7,Jean van de Velde,2.0,2.0
Knights,1993,14,5,15,4,1,Albert Pyun,28.0,17.0
Kosh ba kosh,1993,3,8,,8,7,Bakhtyar Khudojnazarov,,
Kådisbellan,1993,3,,,8,7,Åke Sandgren,6.0,5.0
Kærlighedens smerte,1992,3,,,8,7,Nils Malmros,1.0,2.0
Lady Dragon 2,1993,14,16,,8,1,David Worth,8.0,7.0
Lan feng zheng,1993,3,,,8,7,Zhuangzhuang Tian,19.0,18.0
Last Action Hero,1993,14,5,12,4,1,John McTiernan,284.0,111.0
The last border - viimeisellä rajalla,1993,14,5,12,8,1,Mika Kaurismäki,5.0,2.0
Ginga eiyû densetsu: Arata naru tatakai no jokyoku,1993,18,7,15,6,4,"Noboru Ishiguro, Keizô Shimizu",,
Leningrad Cowboys Meet Moses,1994,5,12,20,8,1,Aki Kaurismäki,7.0,12.0
Leprechaun,1993,12,6,10,4,1,Mark Jones,187.0,85.0
Lepsie byt bohaty a zdravy ako chudobny a chory,1992,12,3,,8,7,Juraj Jakubisko,1.0,1.0
Lethal Ninja,1992,14,3,,4,1,Yossi Wein,9.0,8.0
The Liars' Club,1993,3,16,,4,1,Jeffrey Porter,7.0,2.0
Libera me,1993,3,,,7,7,Alain Cavalier,2.0,3.0
Lip pau hang tung,1992,14,,,8,7,Thomas Yip,7.0,2.0
Life with Mikey,1993,12,13,,4,1,James Lapine,38.0,13.0
Dead Connection,1994,2,3,16,4,1,Nigel Dick,6.0,4.0
Little Buddha,1993,3,,,7,1,Bernardo Bertolucci,95.0,38.0
Little Miss Millions,1993,12,13,,4,1,Jim Wynorski,5.0,
Luk chi kam moh,1994,14,16,,8,7,Min Kan Ng,5.0,16.0
Live by the Fist,1993,14,2,3,8,1,Cirio H. Santiago,6.0,14.0
Look Who's Talking Now,1993,12,13,7,4,1,Tom Ropelewski,33.0,16.0
Lootere,1993,14,7,16,8,7,Dharmesh Darshan,3.0,
Lost in Yonkers,1993,12,3,,4,1,Martha Coolidge,30.0,15.0
Lotta 2 - Lotta flyttar hemifrån,1993,12,13,,8,7,Johanna Hald,1.0,1.0
The Lotus Eaters,1993,3,,,8,1,Paul Shapiro,8.0,1.0
"Louis, enfant roi",1993,1,3,4,7,5,Roger Planchon,3.0,1.0
Love & Human Remains,1993,3,12,,8,1,Denys Arcand,17.0,18.0
Love Bites,1993,12,10,7,4,1,Malcolm Marmorstein,5.0,1.0
Love in Limbo,1993,12,,,8,1,David Elfick,10.0,1.0
"Love, Cheat & Steal",1993,16,,,4,1,William Curran,8.0,3.0
Lun Wen-Xu lao dian Liu Xian-Kai,1994,12,,,8,7,Norman Law Man,1.0,1.0
Long min,1992,3,,,8,7,Chi Leung 'Jacob' Cheung,5.0,1.0
M. Butterfly,1993,3,7,,4,1,David Cronenberg,50.0,31.0
Ma saison préférée,1993,3,7,,7,5,André Téchiné,21.0,21.0
Mad Dog and Glory,1993,12,2,3,4,1,John McNaughton,59.0,23.0
Maadadayo,1993,3,,,6,4,Akira Kurosawa,40.0,26.0
Made in America,1993,12,,,4,1,Richard Benjamin,24.0,18.0
La madre muerta,1993,3,16,,8,7,Juanma Bajo Ulloa,5.0,2.0
Madregilda,1993,3,,,8,7,Francisco Regueiro,1.0,
Magnificat,1993,3,4,,5,2,Pupi Avati,1.0,2.0
Makarov,1994,3,16,,3,6,Vladimir Khotinenko,,
The Making of '...And God Spoke',1993,12,,,4,1,Arthur Borman,21.0,10.0
Malenkiy gigant bolshogo seksa,1993,12,,,3,6,Nikolay Dostal,,
Malice,1993,2,9,16,8,1,Harold Becker,107.0,47.0
The Man Without a Face,1993,3,,,4,1,Mel Gibson,95.0,26.0
Man's Best Friend,1993,12,10,15,4,1,John Lafia,41.0,36.0
Mandroid,1993,14,15,,4,1,Jack Ersgard,7.0,19.0
Manhattan Murder Mystery,1993,12,9,,4,1,Woody Allen,106.0,70.0
Mannen på balkongen,1993,2,3,9,8,7,Daniel Alfredson,2.0,4.0
Les marmottes,1993,12,3,7,7,5,Élie Chouraqui,2.0,1.0
"Married People, Single Sex",1994,3,,,4,1,Mike Sedan,4.0,
Married to It,1991,12,3,,4,1,Arthur Hiller,12.0,7.0
Matinee,1993,12,3,,4,1,Joe Dante,61.0,90.0
Matusalem,1993,5,13,6,8,5,Roger Cantin,,
Mavi sürgün,1993,1,3,,1,7,Erden Kiral,,
Mazeppa,1993,3,,,7,5,Bartabas,3.0,
Mécaniques célestes,1995,12,,,7,5,Fina Torres,5.0,14.0
Menace II Society,1993,2,3,16,4,1,"Albert Hughes, Allen Hughes",112.0,32.0
Metamorphosis: The Alien Factor,1990,10,15,16,4,1,Glenn Takakjian,18.0,15.0
The Meteor Man,1993,14,12,6,4,1,Robert Townsend,31.0,20.0
Mi hermano del alma,1994,16,,,8,7,Mariano Barroso,2.0,
Mat to sing suk si,1993,3,7,,8,7,Roman Cheung,5.0,1.0
Mi vida loca,1993,2,3,,4,1,Allison Anders,30.0,12.0
Midnight Kiss,1993,10,,,4,1,Joel Bender,10.0,2.0
Mit moon cham on: Yit saat,1993,12,16,,8,7,Kai-Ming Lai,9.0,11.0
Mille bolle blu,1993,12,7,,5,2,Leone Pompucci,1.0,1.0
Miroslava,1993,3,,,8,7,Alejandro Pelayo,1.0,
Mod Fuck Explosion,1994,12,3,15,4,1,Jon Moritsugu,5.0,5.0
"Moi Ivan, toi Abraham",1993,3,,,7,7,Yolande Zauberman,2.0,5.0
Money for Nothing,1993,12,2,3,4,1,Ramón Menéndez,21.0,8.0
Monolith,1993,14,15,,1,1,John Eyres,15.0,8.0
Morning Glory,1993,3,,,4,1,Steven Hilliard Stern,10.0,2.0
Mother's Boys,1993,3,16,,4,1,Yves Simoneau,30.0,11.0
Mr. Jones,1993,3,7,,4,1,Mike Figgis,35.0,15.0
Mr. Nanny,1993,14,12,13,4,1,Michael Gottlieb,27.0,9.0
Mr. Wonderful,1993,12,7,,4,1,Anthony Minghella,18.0,10.0
Mrs. Doubtfire,1993,12,3,13,4,1,Chris Columbus,261.0,57.0
Much Ado About Nothing,1993,12,3,7,2,1,Kenneth Branagh,181.0,41.0
Mùi du du xanh,1993,3,20,7,7,7,Anh Hung Tran,45.0,43.0
The Mummy Lives,1993,10,,,4,1,Gerry O'Hara,11.0,5.0
Un muro de silencio,1993,3,,,8,7,Lita Stantic,,1.0
The Music of Chance,1993,3,,,4,1,Philip Haas,36.0,12.0
Muttertag,1994,12,,,8,3,Harald Sicheritz,7.0,2.0
My Boyfriend's Back,1993,12,6,10,4,1,Bob Balaban,60.0,26.0
My Life,1993,3,,,4,1,Bruce Joel Rubin,72.0,17.0
My Life's in Turnaround,1993,12,3,7,4,1,"Eric Schaeffer, Donal Lardner Ward",4.0,2.0
The Myth of the Male Orgasm,1993,12,7,,8,1,John Hamilton,4.0,
Métisse,1993,12,7,,7,5,Mathieu Kassovitz,6.0,12.0
La naissance de l'amour,1993,3,,,7,5,Philippe Garrel,1.0,7.0
Naked,1993,12,3,,2,1,Mike Leigh,135.0,70.0
Nastya,1994,12,7,,3,6,Georgiy Daneliya,2.0,
Loaded Weapon 1,1993,14,12,2,4,1,Gene Quintano,73.0,23.0
Neak sre,1994,3,,,8,7,Rithy Panh,8.0,5.0
Necronomicon,1993,10,,,7,1,"Christophe Gans, Shûsuke Kaneko",61.0,29.0
Needful Things,1993,2,3,6,4,1,Fraser C. Heston,102.0,51.0
The Neighbor,1993,16,10,,4,1,Rodney Gibbons,5.0,3.0
Nel continente nero,1993,12,,,5,2,Marco Risi,,1.0
Nemesis,1992,14,15,16,8,1,Albert Pyun,54.0,43.0
Night Eyes Three,1993,3,16,,4,1,Andrew Stevens,6.0,2.0
Night Owl,1993,2,3,10,4,1,Jeffrey Arsenault,5.0,8.0
Night Train to Venice,1993,9,16,,1,1,Carlo U. Quinterio,41.0,4.0
Night Trap,1993,10,16,,4,1,David A. Prior,8.0,6.0
The Night We Never Met,1993,12,7,,4,1,Warren Leight,11.0,10.0
The Nightmare Before Christmas,1993,18,13,6,4,1,Henry Selick,496.0,232.0
Jûbê ninpûchô,1993,18,14,5,6,4,Yoshiaki Kawajiri,118.0,25.0
No Escape No Return,1993,14,,,4,1,Charles T. Kanganis,7.0,3.0
A Dangerous Place,1994,14,16,,4,1,Jerry P. Jacobs,11.0,8.0
Nordkurve,1992,12,3,,1,3,Adolf Winkelmann,,1.0
The Nostradamus Kid,1993,3,7,,8,1,Bob Ellis,4.0,1.0
Novia que te vea,1994,12,3,,8,7,Guita Schyfter,2.0,1.0
Nowhere to Run,1993,14,3,7,4,1,Robert Harmon,61.0,32.0
Yeuk ji luen,1993,12,2,16,8,7,"Siu-Hung Chung, Kirk Wong",7.0,4.0
Nukie,1987,13,15,,8,1,"Sias Odendaal, Michael Pakleppa",34.0,12.0
The Nutcracker,1993,13,6,20,4,1,Emile Ardolino,22.0,13.0
Oeroeg,1993,3,,,8,7,Hans Hylkema,4.0,2.0
Oh Boy!,1991,12,,,8,7,Orlow Seunke,1.0,
Ohikkoshi,1993,3,,,6,4,Shinji Sômai,4.0,2.0
Okoge,1992,3,7,,6,4,Takehiro Nakajima,7.0,6.0
Once Upon a Forest,1993,18,5,3,2,1,Charles Grosvenor,33.0,12.0
Only the Strong,1993,14,3,,4,1,Sheldon Lettich,53.0,24.0
Onnen maa,1993,12,3,,8,7,Markku Pölönen,,
Ordinary Magic,1993,3,,,8,1,Giles Walker,11.0,
Orlando,1992,1,3,6,2,1,Sally Potter,76.0,59.0
Out for Blood,1992,14,,,4,1,Richard W. Munchkin,6.0,13.0
The Outfit,1993,2,14,16,4,1,J. Christian Ingvordsen,5.0,2.0
Ozone,1995,10,,,4,1,J.R. Bookwalter,12.0,14.0
"Pacco, doppio pacco e contropaccotto",1993,12,,,5,2,Nanni Loy,,
Padma Nadir Majhi,1993,3,,,8,7,Goutam Ghose,2.0,1.0
"Pano, kato kai plagios",1992,12,,,8,7,Michael Cacoyannis,1.0,
Parampara,1993,14,3,7,8,7,Yash Chopra,,4.0
"Paris, France",1993,12,3,,8,1,Jerry Ciccoritti,8.0,6.0
Pariserhjulet,1993,3,,,8,7,Clas Lindberg,,
Patul conjugal,1993,12,,,8,7,Mircea Daneliuc,2.0,2.0
Pekko Aikamiespojan poikamiesaika,1993,12,,,8,7,Sina Kujansuu,1.0,
The Pelican Brief,1993,2,3,9,4,1,Alan J. Pakula,105.0,54.0
Los peores años de nuestra vida,1994,12,7,,8,7,Emilio Martínez Lázaro,1.0,
"Per amore, solo per amore",1993,4,,,5,2,Giovanni Veronesi,,
Perdido por perdido,1993,3,9,16,8,7,Alberto Lecchi,2.0,
Ji juen sam sap lok gai: Tau tin wun yat,1993,12,2,,8,7,Jing Wong,1.0,1.0
A Perfect World,1993,2,3,16,4,1,Clint Eastwood,141.0,68.0
Perfume de Gardênia,1992,3,,,8,7,Guilherme de Almeida Prado,1.0,
La petite apocalypse,1993,12,,,7,5,Costa-Gavras,2.0,
Philadelphia,1993,3,,,4,1,Jonathan Demme,292.0,82.0
Philadelphia Experiment II,1993,14,5,15,4,1,Stephen Cornwell,25.0,6.0
Phool Aur Angaar,1993,14,3,,8,7,Ashok Gaekwad,3.0,
The Piano,1993,3,20,7,8,1,Jane Campion,265.0,86.0
Piccolo grande amore,1993,7,3,,5,2,Carlo Vanzina,1.0,
The Pickle,1993,12,3,,4,1,Paul Mazursky,8.0,7.0
Pierscionek z orlem w koronie,1992,3,8,,8,7,Andrzej Wajda,2.0,1.0
Poetic Justice,1993,3,7,,4,1,John Singleton,34.0,14.0
Point of Impact,1993,14,2,3,4,1,Bob Misiorowski,6.0,
Point of No Return,1993,14,2,3,4,1,John Badham,130.0,39.0
Posse,1993,11,,,2,1,Mario Van Peebles,36.0,21.0
La postière,1992,12,,,8,5,Gilles Carle,1.0,
Prehysteria!,1993,5,12,13,4,1,"Albert Band, Charles Band",13.0,16.0
The Princess and the Goblin,1991,18,5,12,2,1,József Gémes,19.0,2.0
Prison Heat,1993,2,3,16,4,1,Joel Silberg,16.0,6.0
The Program,1993,14,3,7,4,1,David S. Ward,37.0,14.0
Psycho Cop Returns,1993,3,10,16,4,1,Adam Rifkin,36.0,39.0
Public Access,1993,3,16,,4,1,Bryan Singer,7.0,9.0
El pájaro de la felicidad,1993,3,,,8,7,Pilar Miró,1.0,
Quick,1993,14,2,,4,1,Rick King,5.0,3.0
Rage and Honor II,1993,14,2,3,8,1,Guy Norris,8.0,6.0
Raining Stones,1993,3,12,,2,1,Ken Loach,20.0,16.0
Rapado,1992,12,3,,8,7,Martín Rejtman,1.0,2.0
The Real McCoy,1993,2,3,16,4,1,Russell Mulcahy,17.0,13.0
Reckless Kelly,1993,12,,,8,1,Yahoo Serious,15.0,2.0
Red Sun Rising,1994,14,,,4,1,Francis Megahy,5.0,9.0
The Remains of the Day,1993,3,7,,4,1,James Ivory,189.0,66.0
Rescue Me,1992,14,12,,4,1,Arthur Allan Seidelman,9.0,5.0
Return of the Living Dead III,1993,10,,,4,1,Brian Yuzna,138.0,72.0
Return of the Roller Blade Seven,1993,14,15,,4,1,Donald G. Jackson,3.0,1.0
La ribelle,1993,3,,,5,2,Aurelio Grimaldi,1.0,1.0
Ricky & Barabba,1992,12,,,5,2,Christian De Sica,,
Ring of Fire II: Blood and Steel,1993,14,3,17,4,1,Richard W. Munchkin,6.0,9.0
Ripa ruostuu,1993,12,3,,8,7,Christian Lindblad,3.0,1.0
Rising Sun,1993,14,2,3,4,1,Philip Kaufman,83.0,44.0
Robin Hood: Men in Tights,1993,5,12,19,7,1,Mel Brooks,207.0,45.0
RoboCop 3,1993,14,2,15,4,1,Fred Dekker,198.0,98.0
Robot Wars,1993,14,15,,4,1,Albert Band,15.0,39.0
Romanovin kivet,1993,14,16,,8,7,Aleksi Mäkelä,4.0,
Romeo Is Bleeding,1993,2,3,7,2,1,Peter Medak,92.0,34.0
Rookie of the Year,1993,12,13,6,4,1,Daniel Stern,42.0,18.0
Roop Ki Rani Choron Ka Raja,1993,14,3,19,8,7,Satish Kaushik,1.0,1.0
Rosa rosae,1993,12,,,8,7,Fernando Colomo,1.0,
Routasydän,1993,3,15,16,8,7,Tuomas Sallinen,2.0,
Ruby Cairo,1992,9,16,,4,1,Graeme Clifford,29.0,4.0
Ruby in Paradise,1993,3,7,,4,1,Victor Nunez,29.0,14.0
Rudaali,1993,3,,,8,7,Kalpana Lajmi,5.0,1.0
Rudy,1993,1,3,17,4,1,David Anspaugh,175.0,34.0
Running Cool,1993,14,,,4,1,"Beverly Sebastian, Ferd Sebastian",13.0,
Russian Pizza Blues,1992,12,,,8,7,"Steen Rasmussen, Michael Wikke",4.0,
Russkiy biznes,1993,12,,,3,6,"Mark Aizenberg, Mikhail Kokshenov",,
Sahibaan,1993,7,3,,8,7,Ramesh Talwar,,
The Saint of Fort Washington,1993,3,,,4,1,Tim Hunter,18.0,6.0
Sakalí léta,1993,12,19,,8,7,Jan Hrebejk,,
Samba Traoré,1992,3,,,8,7,Idrissa Ouedraogo,2.0,4.0
The Sandlot,1993,12,3,13,4,1,David Mickey Evans,181.0,57.0
Sankofa,1993,3,,,4,7,Haile Gerima,21.0,5.0
Save Me,1994,9,16,,4,1,Alan Roberts,11.0,3.0
Schindler's List,1993,1,3,4,4,1,Steven Spielberg,1642.0,221.0
Schramm,1993,10,,,1,3,Jörg Buttgereit,34.0,46.0
La scorta,1993,14,2,3,5,2,Ricky Tognazzi,9.0,12.0
Searching for Bobby Fischer,1993,1,3,,4,1,Steven Zaillian,90.0,40.0
Secondløitnanten,1993,3,8,,8,7,Hans Petter Moland,3.0,2.0
The Secret Adventures of Tom Thumb,1993,18,5,15,2,1,Dave Borthwick,12.0,12.0
Secret Games II (The Escort),1993,3,,,4,1,Gregory Dark,6.0,
The Secret Garden,1993,3,13,6,2,1,Agnieszka Holland,108.0,29.0
Se diu ying hung: Dung sing sai jau,1993,14,12,6,8,7,Jeffrey Lau,10.0,15.0
Il segreto del bosco vecchio,1993,13,6,,5,2,Ermanno Olmi,2.0,
Serye volki,1993,14,1,4,3,6,Igor Gostev,,
Le sexe des étoiles,1993,3,,,8,5,Paule Baillargeon,2.0,3.0
Sha ren zhe Tang Zhan,1993,14,,,8,7,Siu-Hung Chung,7.0,8.0
Shadowlands,1993,1,3,7,2,1,Richard Attenborough,92.0,25.0
Shen Jing Dao yu Fei Tian Mao,1993,6,12,,8,7,Yen-Ping Chu,7.0,7.0
Short Cuts,1993,12,3,,4,1,Robert Altman,143.0,61.0
Silent Cries,1993,3,8,,2,1,Anthony Page,2.0,
Silent Tongue,1993,3,10,11,7,1,Sam Shepard,21.0,9.0
The Silver Brumby,1993,3,13,,8,1,John Tatoulis,19.0,1.0
Sins of Desire,1993,2,16,,4,1,Jim Wynorski,7.0,3.0
Sins of the Night,1993,2,16,,4,1,Gregory Dark,5.0,1.0
Sir,1993,2,3,,8,7,Mahesh Bhatt,3.0,
Sista dansen,1993,3,16,,8,7,Colin Nutley,1.0,
Sister Act 2: Back in the Habit,1993,12,13,20,4,1,Bill Duke,87.0,20.0
Siu nin Wong Fei Hung chi: Tit ma lau,1993,14,2,3,8,7,Woo-Ping Yuen,126.0,117.0
Six Degrees of Separation,1993,12,3,9,4,1,Fred Schepisi,101.0,38.0
The Skateboard Kid,1993,12,13,6,4,1,Larry Swerdlove,8.0,7.0
Skeeter,1993,14,10,15,4,1,Clark Brandon,20.0,17.0
Sleepless in Seattle,1993,12,3,7,4,1,Nora Ephron,237.0,80.0
Sliver,1993,3,16,,4,1,Phillip Noyce,77.0,49.0
Smoking/No Smoking,1993,12,3,,7,5,Alain Resnais,10.0,9.0
Smukke dreng,1993,3,,,8,7,Carsten Sønder,6.0,2.0
Snapdragon,1993,9,16,,4,1,Worth Keeter,14.0,4.0
Sniper,1993,14,16,8,4,1,Luis Llosa,68.0,24.0
Sny,1993,12,4,,3,6,"Aleksandr Borodyanskiy, Karen Shakhnazarov",2.0,
Snøvsen,1992,13,6,,8,7,Jørgen Vestergaard,1.0,
So I Married an Axe Murderer,1993,12,7,,4,1,Thomas Schlamme,126.0,43.0
Sódóma Reykjavík,1992,12,2,,8,7,Óskar Jónasson,5.0,
Sognando la California,1992,12,,,5,2,Carlo Vanzina,,
La soif de l'or,1993,5,12,2,7,5,Gérard Oury,2.0,2.0
Sombras en una batalla,1993,3,,,8,7,Mario Camus,2.0,
Sommersby,1993,3,9,7,7,1,Jon Amiel,54.0,24.0
Son in Law,1993,12,3,7,4,1,Steve Rash,60.0,17.0
Son of the Pink Panther,1993,12,2,,5,1,Blake Edwards,46.0,23.0
Sonatine,1993,14,12,2,6,4,Takeshi Kitano,78.0,64.0
Seopyeonje,1993,3,20,,8,7,Kwon-taek Im,10.0,8.0
Sort høst,1993,3,,,8,7,Anders Refn,,1.0
Sose halunk meg,1993,12,3,,8,7,Róbert Koltai,2.0,
Splitting Heirs,1993,12,2,,2,1,Robert Young,39.0,22.0
Stalingrad,1993,3,8,,1,3,Joseph Vilsmaier,157.0,30.0
Stefano Quantestorie,1993,12,3,,5,2,Maurizio Nichetti,1.0,
Stella polaris,1993,3,4,,8,7,Knut Erik Jensen,2.0,1.0
Storia di una capinera,1993,3,,,5,1,Franco Zeffirelli,5.0,3.0
Street Knight,1993,14,2,3,4,1,Albert Magnoli,14.0,8.0
Striking Distance,1993,14,2,9,4,1,Rowdy Herrington,95.0,37.0
Sud,1993,3,,,5,2,Gabriele Salvatores,1.0,4.0
Sunes sommar,1993,12,13,,8,7,Stephan Apelgren,1.0,1.0
Sunset Grill,1993,16,,,4,1,Kevin Connor,8.0,6.0
Super Mario Bros.,1993,5,12,13,2,1,"Annabel Jankel, Rocky Morton",325.0,45.0
Suraj Ka Satvan Ghoda,1992,3,7,,8,7,Shyam Benegal,12.0,2.0
Sure Fire,1990,3,,,4,1,Jon Jost,4.0,8.0
Surf Ninjas,1993,14,5,12,4,1,Neal Israel,64.0,11.0
Suture,1993,3,16,,4,1,"Scott McGehee, David Siegel",35.0,32.0
Svatba upíru,1993,12,6,10,8,7,Jaroslav Soukup,,6.0
Swing Kids,1993,3,20,,4,1,Thomas Carter,116.0,15.0
The Swordsman,1992,14,3,,8,1,Michael Kennedy,8.0,7.0
Szwadron,1992,3,4,7,8,7,Juliusz Machulski,1.0,
(Sökarna),1993,14,2,3,8,7,"Peter Cartriers, Daniel Fridell",7.0,1.0
TC 2000,1993,14,15,,8,1,T.J. Scott,16.0,17.0
Tai ji: Zhang San Feng,1993,14,12,3,8,7,Woo-Ping Yuen,52.0,47.0
Tala! Det är så mörkt,1993,3,,,8,7,Suzanne Osten,2.0,2.0
Tong Pak Foo dim Chau Heung,1993,12,7,,8,7,Lik-Chi Lee,13.0,16.0
Tango,1993,12,,,7,5,Patrice Leconte,8.0,4.0
Tango feroz: la leyenda de Tanguito,1993,1,3,20,8,7,Marcelo Piñeyro,1.0,
To hok wai lung 3: Lung gwoh gai nin,1993,12,2,9,8,7,Jing Wong,2.0,9.0
Teenage Bonnie and Klepto Clyde,1993,14,3,,4,1,John Shepphird,8.0,2.0
Teenage Mutant Ninja Turtles III,1993,14,5,12,4,1,Stuart Gillard,89.0,65.0
Telegrafisten,1993,3,,,8,7,Erik Gustavson,8.0,2.0
The Temp,1993,3,16,,4,1,Tom Holland,28.0,23.0
Terminator Woman,1993,14,,,4,1,Michel Qissi,10.0,9.0
Texas - Doc Snyder hält die Welt in Atem,1993,12,11,,1,3,"Ralf Huettner, Helge Schneider",17.0,3.0
There Goes My Baby,1994,12,3,,4,1,Floyd Mutrux,33.0,6.0
The Thing Called Love,1993,12,3,20,4,1,Peter Bogdanovich,54.0,20.0
Thirty Two Short Films About Glenn Gould,1993,1,3,20,8,1,François Girard,29.0,26.0
Thiruda Thiruda,1994,14,2,3,8,7,Mani Ratnam,13.0,2.0
This Boy's Life,1993,1,3,,4,1,Michael Caton-Jones,85.0,44.0
The Three Musketeers,1993,14,5,12,8,1,Stephen Herek,155.0,36.0
Three of Hearts,1993,12,7,,4,1,"Yurek Bogayevicz, Mitch Glazer",10.0,14.0
Tian chang di jiu,1993,3,,,8,7,Jeffrey Lau,1.0,
Tikhie stranitsy,1994,3,,,3,6,Aleksandr Sokurov,7.0,8.0
Ticks,1993,10,15,,4,1,Tony Randel,56.0,42.0
Time Indefinite,1993,1,,,4,1,Ross McElwee,3.0,9.0
Time Runner,1993,14,5,15,8,1,Michael Mazo,12.0,13.0
To Sleep with a Vampire,1993,3,10,7,4,1,Adam Friedman,16.0,9.0
Night Terrors,1993,10,,,8,1,Tobe Hooper,18.0,15.0
Todos a la cárcel,1993,12,,,8,7,Luis García Berlanga,2.0,2.0
Todos los hombres sois iguales,1994,12,7,,8,7,Manuel Gómez Pereira,2.0,
Tombstone,1993,14,1,3,4,1,"George P. Cosmatos, Kevin Jarre",486.0,93.0
Tombés du ciel,1993,12,3,,7,5,Philippe Lioret,8.0,
Tomcat: Dangerous Desires,1993,10,16,,8,1,Paul Donovan,8.0,3.0
Totally F***ed Up,1993,12,3,7,4,1,Gregg Araki,15.0,18.0
Tout le monde n'a pas eu la chance d'avoir des parents communistes,1993,12,6,,7,5,Jean-Jacques Zilbermann,1.0,
Tout ça... pour ça!,1993,12,2,7,7,5,Claude Lelouch,6.0,2.0
Toxic Affair,1993,12,,,7,5,Philomène Esposito,,2.0
Trahir,1993,3,4,,7,5,Radu Mihaileanu,2.0,1.0
The Trial,1993,3,16,,2,1,David Hugh Jones,17.0,12.0
Trois couleurs: Bleu,1993,3,20,9,7,5,Krzysztof Kieslowski,186.0,112.0
A Troll in Central Park,1994,18,5,12,8,1,"Don Bluth, Gary Goldman",35.0,6.0
True Romance,1993,2,3,7,4,1,Tony Scott,506.0,147.0
A turné,1993,12,3,,8,7,Géza Bereményi,,
Twenty Bucks,1993,12,3,,4,1,Keva Rosenfeld,27.0,16.0
Tukabseu,1993,12,,,8,7,Woo-Suk Kang,2.0,2.0
Two Small Bodies,1993,2,3,7,1,1,Beth B,4.0,4.0
Ty u menya odna,1993,3,,,3,6,Dmitriy Astrakhan,1.0,
Die tödliche Maria,1993,3,16,6,1,3,Tom Tykwer,10.0,5.0
Udzinarta mze,1992,3,2,,8,7,Temur Babluani,2.0,
"Un, deux, trois, soleil",1993,12,3,,7,5,Bertrand Blier,10.0,12.0
Undercover Blues,1993,12,2,,4,1,Herbert Ross,62.0,18.0
Une nouvelle vie,1993,3,,,7,5,Olivier Assayas,,
The Unnamable II: The Statement of Randolph Carter,1992,10,,,4,1,Jean-Paul Ouellette,23.0,15.0
Untamed Heart,1993,12,3,7,4,1,Tony Bill,,85.0
Uprowadzenie Agaty,1993,12,3,7,8,7,Marek Piwowski,,
