title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Miss Virginia,2019,3,,,4,7,R.J. Daniel Hanna,7.0,7.0
Achayans,2017,14,12,9,8,7,Kannan Thamarakkulam,2.0,1.0
Django,2017,1,3,20,7,5,Etienne Comar,11.0,67.0
Adam misin!,2016,12,,,8,7,Emir Khalilzadeh,,
Shelter,2017,3,16,,1,1,Eran Riklis,4.0,15.0
Jatra,2016,14,12,3,8,7,Pradeep Bhattarai,2.0,
Nima,2016,3,15,,8,7,Alexander Voulgaris,,4.0
The Ghost Beyond,2018,3,10,9,4,1,R. Michael Givens,16.0,1.0
Office Uprising,2018,14,12,10,4,1,Lin Oeding,65.0,21.0
Under the Eiffel Tower,2018,7,,,4,1,Archie Borders,21.0,13.0
10 Segundos para Vencer,2018,3,17,,8,7,José Alvarenga Jr.,,2.0
Followers,2017,16,,,4,1,Ryan Justice,7.0,15.0
Scaffolding,2017,3,,,8,7,Matan Yair,7.0,13.0
Bad Buzz,2017,12,,,7,5,Stéphane Kazandjian,2.0,1.0
Role Models,2017,12,3,,8,7,Raffi,7.0,3.0
De toutes mes forces,2017,3,,,7,5,Chad Chenouga,1.0,4.0
Clown Motel: Spirits Arise,2019,10,,,4,1,Joseph Kelly,38.0,18.0
Una famiglia,2017,3,,,5,2,Sebastiano Riso,,13.0
Les distàncies,2018,3,,,8,7,Elena Trapé,1.0,6.0
Sarvann,2017,16,,,8,7,Karan R Guliani,,3.0
Ricordi?,2018,3,7,,5,2,Valerio Mieli,8.0,52.0
A Moment in the Reeds,2017,3,7,,2,1,Mikko Makela,18.0,21.0
The Miseducation of Cameron Post,2018,3,,,4,1,Desiree Akhavan,84.0,137.0
Soldado Argentino solo conocido por Dios,2016,3,4,8,8,7,Rodrigo Fernández Engler,,1.0
Ekkadiki Pothavu Chinnavada,2016,12,6,7,8,7,Vi Anand,5.0,3.0
Toppen av ingenting,2018,3,,,8,7,"Måns Månsson, Axel Petersén",2.0,16.0
Baka bukas,2016,3,,,8,7,Samantha Lee,2.0,2.0
2 Cool 2 Be 4gotten,2016,3,,,8,1,Petersen Vargas,2.0,
10 Kalpanakal,2016,2,9,16,8,7,Don Max,1.0,
#Selfi,2018,16,,,3,6,Nikolay Khomeriki,1.0,3.0
"Love, Kennedy",2017,3,,,4,1,T.C. Christensen,14.0,2.0
Rip Tide,2017,13,,,8,1,Rhiannon Bannenberg,15.0,3.0
In den Gängen,2018,3,,,1,3,Thomas Stuber,7.0,61.0
Candy Corn,2019,10,16,,4,1,Josh Hasty,45.0,20.0
Blood 13,2018,2,3,10,8,7,Candy Li,1.0,9.0
Kesari,2019,14,3,4,8,7,Anurag Singh,303.0,20.0
Konvert,2017,10,16,,3,6,Vladimir Markov,3.0,4.0
A Ghost Story,2017,3,6,7,4,1,David Lowery,478.0,308.0
Bhoomi,2017,14,3,,8,7,Omung Kumar,25.0,9.0
Dayveon,2017,3,,,4,1,Amman Abbasi,2.0,15.0
Vice,2018,1,12,3,4,1,Adam McKay,666.0,310.0
Genis Aile 2: Her Türlü,2016,12,,,8,7,Ömer Ugur,,2.0
Blood Country,2017,11,,,4,1,Travis Mills,13.0,1.0
The Void,2016,10,,,4,1,"David Cave, Christine Chen",2.0,1.0
Ti Saddhya Kay Karte,2017,7,,,8,7,Satish Rajwade,3.0,11.0
Kavalai Vendam,2016,12,7,,8,7,Deekay,5.0,4.0
Loue-moi!,2017,12,,,7,5,"Coline Assous, Virginie Schwartz",1.0,
Holly Star,2018,12,,,4,1,Michael A. Nickles,5.0,6.0
In My Room,2018,3,15,,1,3,Ulrich Köhler,3.0,33.0
Family,2018,12,,,4,1,Laura Steinel,42.0,32.0
The Clovehitch Killer,2018,2,3,9,4,1,Duncan Skiles,137.0,47.0
In This Gray Place,2018,3,7,16,4,1,R.D. Womack II,28.0,6.0
Monster Island,2017,18,5,12,8,1,Leopoldo Aguilar,,9.0
Door in the Woods,2019,16,,,4,7,Billy Chase Goforth,15.0,6.0
Gau geung ching dou foo,2017,14,12,10,8,7,"Sin-Hang Chiu, Pak-Wing Yan",6.0,19.0
Chernovik,2018,6,,,3,6,Sergey Mokritskiy,12.0,14.0
Aramm,2017,3,,,8,7,Gopi Nainar,9.0,4.0
The Super Parental Guardians,2016,12,,,8,7,Joyce Bernal,1.0,
Seklusyon,2016,10,9,16,8,7,Erik Matti,4.0,3.0
Vince & Kath & James,2016,7,,,8,7,Theodore Boborol,2.0,1.0
Abstruse,2019,14,2,16,4,7,Harley Wallen,,
Oro,2016,2,3,16,8,7,Alvin Yapan,5.0,
Daddy Issues,2018,3,7,,4,1,Amara Cash,11.0,7.0
Nafas,2016,3,13,6,8,7,Narges Abyar,5.0,28.0
Mubarakan,2017,12,7,,8,7,Anees Bazmee,35.0,14.0
Ga-lyeo-jin si-gan,2016,6,,,8,7,Tae-hwa Eom,10.0,6.0
Future '38,2017,12,7,15,4,1,Jamie Greenberg,7.0,15.0
Vodka Diaries,2018,9,16,,8,7,Kushal Srivastava,60.0,24.0
The Rules for Everything,2017,12,3,,8,1,Kim Hiorthøy,1.0,2.0
Badrinath Ki Dulhania,2017,12,3,7,8,7,Shashank Khaitan,57.0,29.0
Poomaram,2018,3,,,8,7,Abrid Shine,24.0,3.0
Bolshoy,2017,3,,,3,6,Valeriy Todorovskiy,2.0,6.0
Körfez,2017,3,,,8,7,Emre Yeksan,1.0,11.0
Kootathil Oruthan,2017,12,,,8,7,T.J. Gnanavel,1.0,6.0
Raju Gari Gadhi 2,2017,12,10,16,8,7,Omkar,6.0,4.0
Võta või jäta,2018,3,,,8,7,Liina Trishkina,2.0,2.0
Postcards from London,2018,3,,,2,1,Steve McLean,13.0,16.0
Love Me Not,2017,3,16,,8,7,Alexandros Avranas,5.0,9.0
Kolaiyuthir Kaalam,2019,3,16,,8,7,Chakri Toleti,8.0,2.0
Looking for Oum Kulthum,2017,3,,,1,1,"Shirin Neshat, Shoja Azari",6.0,10.0
Mes nuits feront écho,2016,3,,,8,7,Sophie Goyette,,6.0
The Mustanger and the Lady,2017,7,11,,4,1,James Cotten,29.0,10.0
Fuga da Reuma Park,2016,12,,,5,2,"Aldo Baglio, Morgan Bertacca",2.0,1.0
La cena di Natale,2016,12,,,5,2,Marco Ponti,,
Kuro,2017,3,9,,7,7,"Joji Koyama, Tujiko Noriko",1.0,5.0
Hayati Tehlike,2016,12,,,8,7,Serdar Isik,,
Sen Sag Ben Selamet,2016,12,,,8,7,Ersoy Güler,,
Toman,2018,1,3,4,8,7,Ondrej Trojan,,6.0
Boy Bye,2016,3,7,,4,1,Chris Stokes,5.0,1.0
La fameuse invasion des ours en Sicile,2019,18,5,13,7,5,Lorenzo Mattotti,8.0,11.0
Knuckleball,2018,16,,,8,1,Michael Peterson,19.0,32.0
Come diventare grandi nonostante i genitori,2016,12,3,13,5,2,Luca Lucini,,
Chowka,2017,3,7,,8,7,Tarun Sudhir,3.0,
Hot Dog,2018,14,12,,1,3,Torsten Künstler,3.0,7.0
Breaking & Exiting,2018,12,,,4,1,Peter Facinelli,24.0,4.0
Mon poussin,2017,12,,,7,5,Frédéric Forestier,,2.0
La monnaie de leur pièce,2018,12,,,7,5,Anne Le Ny,1.0,2.0
Saithan,2016,14,16,,8,7,Pradeep Krishnamoorthy,4.0,4.0
Tout là-haut,2017,5,,,8,5,Serge Hazanavicius,,2.0
En frygtelig kvinde,2017,3,,,8,7,Christian Tafdrup,8.0,9.0
"Don't Worry, He Won't Get Far on Foot",2018,1,12,3,7,1,Gus Van Sant,93.0,161.0
Patti Cake$,2017,3,20,,4,1,Geremy Jasper,59.0,128.0
Jiao zhu zhuan,2017,14,5,12,8,7,Lei Yang,11.0,8.0
Acts of Vengeance,2017,14,3,16,8,1,Isaac Florentine,67.0,38.0
Caged Beauty,2016,3,,,4,1,Gregory Hatanaka,3.0,
A Billion Colour Story,2016,3,,,8,1,Padmakumar Narasimhamurthy,6.0,
Dönerse Senindir,2016,12,7,,8,7,Erol Özlevi,5.0,2.0
Kötü Çocuk,2017,7,,,8,7,Yagiz Alp Akaydin,13.0,6.0
As Duas Irenes,2017,3,,,8,7,Fabio Meira,1.0,10.0
Yurigokoro,2017,9,,,6,4,Naoto Kumazawa,1.0,4.0
Les goûts et les couleurs,2018,12,,,7,5,Myriam Aziza,18.0,6.0
Wheeler,2017,3,,,4,1,Ryan Ross,9.0,4.0
UFO,2018,3,9,15,4,1,Ryan Eslinger,142.0,8.0
My Name Is Thomas,2018,3,,,5,2,Terence Hill,3.0,7.0
I Am Mother,2019,3,10,15,8,1,Grant Sputore,598.0,105.0
Missing: Sarajin Yeoja,2016,3,9,16,8,7,Eon-hie Lee,3.0,8.0
Mon garçon,2017,3,16,,7,5,Christian Carion,6.0,28.0
Outrage Coda,2017,14,2,3,6,4,Takeshi Kitano,8.0,30.0
A Gift,2016,12,3,7,8,7,"Chayanop Boonprakob, Jira Maligool",2.0,3.0
Bingo: O Rei das Manhãs,2017,1,12,3,8,1,Daniel Rezende,12.0,27.0
Witch-Hunt,2017,12,10,16,4,1,Philip Schaeffer,8.0,
Stray,2019,14,2,6,4,1,Joe Sill,11.0,12.0
The Post,2017,1,3,4,4,1,Steven Spielberg,430.0,438.0
Awakening the Zodiac,2017,2,3,9,8,1,Jonathan Wright,23.0,21.0
Hong yi xiao nu hai 2,2017,10,16,,8,7,Wei-Hao Cheng,6.0,7.0
Running Shaadi,2017,12,7,,8,7,Amit Roy,11.0,10.0
Falling,2017,3,,,8,7,Marina Stepanska,1.0,2.0
Maya,2018,3,,,7,5,Mia Hansen-Løve,2.0,21.0
El Amparo,2016,3,,,8,7,Rober Calzadilla,1.0,6.0
Namiya Zakkaten no kiseki,2017,3,,,6,4,Ryuichi Hiroki,6.0,4.0
The Ghazi Attack,2017,14,16,8,8,7,Sankalp Reddy,55.0,29.0
Gutbai singgeul,2016,12,3,,8,7,Tae-gon Kim,2.0,2.0
Broken Ghost,2017,16,,,4,1,Richard Gray,10.0,4.0
Matriarch,2018,10,16,,2,1,Scott Vickers,96.0,11.0
Outlaws,2017,2,,,8,1,Stephen McCallum,14.0,26.0
Perfect Skin,2018,10,16,,2,1,Kevin Chicken,15.0,18.0
Yeo-gyo-sa,2016,3,7,16,8,7,Tae-yong Kim,2.0,4.0
Pan-dola,2016,14,3,,8,7,Jong-woo Park,41.0,13.0
Game of Death,2017,10,16,,7,1,"Sebastien Landry, Laurence Morais-Lagace",4.0,32.0
Beach Rats,2017,3,,,4,1,Eliza Hittman,70.0,81.0
Thelma,2017,3,6,10,8,7,Joachim Trier,90.0,190.0
Nelyubov,2017,3,,,3,6,Andrey Zvyagintsev,68.0,237.0
Teleioi xenoi,2016,12,3,,8,7,Thodoris Atheridis,,4.0
Sarah joue un loup garou,2017,3,6,,8,5,Katharina Wyss,2.0,13.0
Adrift,2018,14,5,1,8,1,Baltasar Kormákur,246.0,189.0
Fortunata,2017,3,,,5,2,Sergio Castellitto,,17.0
Dry Martina,2018,12,3,,8,7,Che Sandoval,2.0,5.0
Qingshui li de daozi,2016,3,,,8,7,Xuebo Wang,,9.0
Olanlar Oldu,2017,12,,,8,7,Hakan Algül,2.0,8.0
8-nengoshi no hanayome,2017,3,7,,6,4,Takahisa Zeze,5.0,5.0
La douleur,2017,3,,,7,5,Emmanuel Finkiel,8.0,41.0
Les as de la jungle,2017,18,5,12,7,5,David Alaux,6.0,18.0
Drôles de petites bêtes,2017,18,5,12,7,5,"Arnaud Bouron, Antoon Krings",4.0,3.0
Seltsimees laps,2018,3,,,8,7,Moonika Siimets,5.0,9.0
Take Off,2017,14,3,16,8,7,Mahesh Narayan,12.0,5.0
Jue zhan shi shen,2017,12,3,,8,7,Wai Man Yip,15.0,10.0
Bella Donna's,2017,12,,,8,7,Jon Karthaus,,2.0
Muumien taikatalvi,2017,18,5,12,8,7,"Ira Carpelan, Jakub Wronski",3.0,1.0
Ayla: The Daughter of War,2017,1,3,4,8,7,Can Ulkay,53.0,14.0
George Takei's Allegiance,2016,19,,,4,1,Lorenzo Thione,6.0,
Adam,2019,12,,,4,1,Rhys Ernst,9.0,14.0
William,2019,5,3,13,4,1,Tim Disney,11.0,7.0
Chennai 600028 II: Second Innings,2016,12,3,17,8,7,Venkat Prabhu,2.0,8.0
Småstad,2017,3,,,8,7,Johan Löfstedt,,2.0
"Empathy, Inc.",2018,3,15,16,4,1,Yedidya Gorsetman,27.0,63.0
"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",2017,18,3,13,6,4,"Akiyuki Shinbo, Nobuyuki Takeuchi",15.0,42.0
Don't Make That Face by Naveen Richard,2017,12,,,8,1,Kenneth Sebastian,5.0,1.0
My Dad Think He's Funny by Sorabh Pant,2017,12,,,8,1,Sameer Ghauri,2.0,1.0
Så længe jeg lever,2018,1,3,20,8,7,Ole Bornedal,2.0,2.0
Coureur,2018,3,17,,8,2,Kenneth Mercken,1.0,9.0
Un ange,2018,3,7,,8,5,Koen Mortier,1.0,51.0
The Heretics,2017,6,10,,8,1,Chad Archibald,35.0,34.0
Santa Maria della Salute,2016,1,3,,8,7,Zdravko Sotra,2.0,1.0
Octavio Is Dead!,2018,3,,,8,1,Sook-Yin Lee,8.0,12.0
Spider-Man: Far from Home,2019,14,5,15,4,2,Jon Watts,1807.0,385.0
Les rois mongols,2017,3,,,8,5,Luc Picard,3.0,7.0
Hjemsøkt,2017,2,3,10,8,7,Carl Christian Raabe,6.0,12.0
Sekai wa kyô kara kimi no mono,2017,7,,,6,4,Masaya Ozaki,1.0,
Derelict,2017,3,10,9,8,1,"Cristian Broadhurst, Cristian Broadhurst",1.0,1.0
Abominable,2019,18,5,12,8,1,"Jill Culton, Todd Wilderman",118.0,109.0
Sobibor,2018,3,4,8,3,7,Konstantin Khabenskiy,23.0,39.0
Taco Shop,2018,12,,,4,1,Joaquin Perea,5.0,
Voyangkor Sundor,2017,3,,,8,7,Animesh Aich,1.0,6.0
"52Hz, I Love You",2017,12,19,7,8,7,Te-Sheng Wei,2.0,2.0
Suki ni naru sono shunkan o.: Kokuhaku jikkou iinkai,2016,18,12,3,6,4,,,
Secret Santa,2018,14,12,10,4,1,Adam Marcus,23.0,28.0
Le rire de ma mère,2017,3,,,7,5,"Pascal Ralite, Colombe Savignac",1.0,3.0
Loot 2,2017,14,2,3,8,7,Nischal Basnet,10.0,7.0
Gauguin - Voyage de Tahiti,2017,1,3,7,7,5,Edouard Deluc,5.0,43.0
Mr. Plinkett's Indiana Jones and the Kingdom of the Crystal Skull Review,2011,12,,,4,1,Mike Stoklasa,,
L'école buissonnière,2017,12,3,13,7,5,Nicolas Vanier,4.0,14.0
Los olvidados,2017,10,,,8,7,"Luciano Onetti, Nicolás Onetti",18.0,38.0
Inxeba,2017,3,7,,8,7,John Trengove,11.0,65.0
Menashe,2017,3,,,4,7,Joshua Z Weinstein,16.0,70.0
House on Elm Lake,2017,10,,,2,1,James Klass,13.0,16.0
Plan B: Scheiß auf Plan A,2016,14,,,1,3,"Ufuk Genc, Michael Popescu",7.0,12.0
Coffee with D,2017,12,,,8,7,Vishal Mishra,13.0,7.0
Hickok,2017,11,,,4,1,Timothy Woodward Jr.,53.0,17.0
Yoru wa mijikashi aruke yo otome,2017,18,5,12,6,4,Masaaki Yuasa,15.0,40.0
The Girl from the Song,2017,3,20,7,8,1,Ibai Abad,20.0,13.0
Meari to majo no hana,2017,18,5,13,6,4,"Hiromasa Yonebayashi, Giles New",55.0,91.0
Oldu mu simdi?,2016,5,12,,8,7,Kenan Öztürk,,
Lost in London,2017,12,3,,4,1,Woody Harrelson,33.0,10.0
Welcome to Hell,2018,10,,,2,1,"Tony Newton, Sam Mason-Bell",2.0,
Deadly Expose,2017,16,,,4,1,Chris Jaymes,2.0,1.0
Bogan,2017,14,16,,8,7,Lakshman,11.0,12.0
"Jeannette, l'enfance de Jeanne d'Arc",2017,4,19,,7,5,Bruno Dumont,5.0,44.0
Mamma o papà?,2017,12,,,5,2,Riccardo Milani,2.0,2.0
Inuyashiki,2018,3,15,16,6,4,Shinsuke Sato,8.0,18.0
Burn Out,2017,14,16,,7,5,Yann Gozlan,19.0,9.0
Les garçons sauvages,2017,5,3,6,7,5,Bertrand Mandico,7.0,48.0
Intrigo: Death of an Author,2018,2,3,9,1,1,Daniel Alfredson,,13.0
Icebox,2018,3,,,4,1,Daniel Sawka,8.0,8.0
Anne,2018,10,,,4,1,Joseph Mazzaferro,20.0,2.0
Spivak,2018,12,,,4,1,"Anthony Abrams, Adam Larson Broder",18.0,2.0
Keshava,2017,14,3,16,8,7,Sudheer Varma,2.0,1.0
Funan,2018,18,,,7,5,Denis Do,,26.0
Mok-sum Geon Yeon-ae,2016,12,7,16,8,7,Min-Gyu Song,3.0,
Oh Lucy!,2017,12,3,,6,1,Atsuko Hirayanagi,25.0,53.0
Die Migrantigen,2017,12,,,8,3,Arman T. Riahi,3.0,13.0
Creed II,2018,3,17,,4,1,Steven Caple Jr.,709.0,276.0
Code Geass: Fukkatsu No Lelouch,2019,18,14,5,6,4,Gorô Taniguchi,7.0,1.0
Gekijouban Toriniti sebun: Yuukyuu toshokan to rekinjutsu shoujo,2017,18,14,12,6,4,Hiroshi Nishikiori,1.0,
Where the Skin Lies,2017,10,16,,2,1,Michael Boucherie,6.0,3.0
Disney's Newsies the Broadway Musical,2017,19,,,4,1,"Jeff Calhoun, Brett Sullivan",16.0,1.0
Vimaanam,2017,3,,,8,7,Pradeep M. Nair,5.0,3.0
Shor Se Shuruaat,2016,3,,,8,7,"Amira Bhargava, Rahul V. Chittella",2.0,
Jonaki,2018,3,,,8,7,Aditya Vikram Sengupta,3.0,9.0
Bajo la piel de lobo,2017,3,,,8,7,Samu Fuentes,35.0,9.0
Missing Link,2019,18,5,12,4,1,Chris Butler,131.0,130.0
Hala,2019,3,,,4,1,Minhal Baig,10.0,6.0
Adhe Kangal,2017,14,16,,8,7,Rohin Venkatesan,8.0,6.0
Maaveeran Kittu,2016,14,3,,8,7,Suseenthiran,1.0,
Sniper: Ultimate Kill,2017,14,3,16,4,1,Claudio Fäh,17.0,14.0
L'échange des princesses,2017,3,4,,7,5,Marc Dugain,3.0,25.0
Mr. Plinkett's Star Trek 2009 Review,2010,12,,,4,1,Mike Stoklasa,,
Ismaii,2017,3,7,,8,7,Philippe Aractingi,3.0,
Poster Boys,2017,12,,,8,7,Shreyas Talpade,15.0,6.0
Kratki izlet,2017,3,,,8,7,Igor Bezinovic,2.0,44.0
The Guardian Angel,2018,16,,,8,1,Arto Halonen,2.0,1.0
Das melancholische Mädchen,2019,1,12,3,1,3,Susanne Heinrich,1.0,14.0
Winter War,2017,8,,,7,5,David Aboucaya,4.0,
Please Come With Me,2019,3,7,,4,1,Michael Ciulla,3.0,
Code Name: Dynastud,2018,14,,,4,1,Richard Griffin,11.0,6.0
Selbstkritik eines bürgerlichen Hundes,2017,12,,,1,3,Julian Radlmaier,1.0,18.0
Camp Wedding,2019,12,10,9,4,1,Greg Emetaz,17.0,8.0
The Hungry,2017,3,,,2,7,Bornila Chatterjee,18.0,3.0
The Elephant King,2017,18,5,12,8,7,Hadi Mohammadian,1.0,27.0
Revelations,2016,3,,,8,7,Vijay Jayapal,2.0,1.0
Pup Star: Better 2Gether,2017,13,,,8,1,Robert Vince,5.0,2.0
Asylum of Darkness,2017,10,,,4,1,Jay Woelfel,9.0,15.0
Hangout,2016,12,16,,8,7,Raditya Dika,4.0,7.0
From Bangkok to Mandalay,2016,3,,,8,7,Chartchai Ketnust,,
Brecht,2019,1,3,4,1,3,Heinrich Breloer,2.0,10.0
Unnai Ninaithu,2002,3,,,8,7,Vikraman,,
Werewolves of the Third Reich,2017,14,5,10,2,1,Andrew Jones,22.0,4.0
Solitaire,2016,12,3,,8,7,Sophie Boutros,6.0,
Raajakumara,2017,14,3,,8,7,Santhosh Ananddram,14.0,1.0
A Bad Moms Christmas,2017,12,,,4,1,"Jon Lucas, Scott Moore",175.0,149.0
Party Bus to Hell,2017,12,10,,4,7,Rolfe Kanefsky,28.0,65.0
Bisorjon,2017,3,,,8,7,Kaushik Ganguly,5.0,
Winnetou - Das Geheimnis vom Silbersee,2016,11,,,1,3,Philipp Stölzl,2.0,
Winnetou - Der letzte Kampf,2016,11,,,1,3,Philipp Stölzl,2.0,
1971: Beyond Borders,2017,14,8,,8,7,Major Ravi,12.0,3.0
Swamp Ape,2017,5,12,10,4,1,Geoff Ward,10.0,1.0
A Family for the Holidays,2017,7,,,4,7,Jake Helgren,8.0,1.0
The Grizzlies,2018,1,3,,8,7,Miranda de Pencier,14.0,12.0
Cek Toko Sebelah,2016,12,3,13,8,7,Ernest Prakasa,8.0,13.0
L'amant double,2017,3,7,16,7,5,François Ozon,34.0,139.0
Pendular,2017,3,7,,8,7,Júlia Murat,1.0,14.0
The Bad Twin,2016,16,,,4,1,John Murlowski,12.0,3.0
29 to Life,2018,12,3,,4,1,Alex Magaña,33.0,11.0
Scurtcircuit,2017,3,,,8,7,Cãtãlin Saizescu,1.0,
Suç Unsuru,2019,1,12,2,8,7,Süleyman Arda Eminçe,,
The Song of Sway Lake,2017,3,20,7,4,1,Ari Gold,17.0,31.0
Agape,2017,3,,,8,7,Branko Schmidt,2.0,5.0
Omicidio all'italiana,2017,12,,,5,2,Maccio Capatonda,,6.0
Double Feluda,2016,2,3,9,8,7,Sandip Ray,4.0,
Villains,2019,12,3,10,4,1,"Dan Berk, Robert Olsen",10.0,40.0
Last Ferry,2019,2,3,16,4,1,Jaki Bradley,26.0,18.0
Naparnik,2017,5,12,,3,6,Aleksandr Andryushchenko,3.0,9.0
Dhuruvangal Pathinaaru,2016,14,2,9,8,7,Karthick Naren,54.0,7.0
Sleep Has Her House,2017,3,10,9,2,7,Scott Barley,3.0,14.0
Holy Lands,2017,12,3,,7,1,Amanda Sthers,6.0,22.0
Colours of Innocence,2016,3,,,8,7,Manas Mukul Pal,2.0,
Fanney Khan,2018,12,3,20,8,7,Atul Manjrekar,42.0,11.0
A Taste of Phobia,2018,10,,,2,1,"Domiziano Cristopharo, Jason Impey",,14.0
Edge of Isolation,2018,3,10,16,4,7,Jeff Houkal,11.0,6.0
3 Days with Dad,2019,12,,,4,1,Larry Clarke,1.0,7.0
Kaththi Sandai,2016,14,,,8,7,Suraj,1.0,
Hey Jude,2018,3,,,8,7,Shyamaprasad,9.0,6.0
Gwat mooi,2016,3,,,8,7,Tracy Choi,,4.0
Una especie de familia,2017,2,3,16,8,7,Diego Lerman,3.0,17.0
À genoux les gars,2018,12,,,7,5,"Antoine Desrosières, Antoine Desrosières",,4.0
Pájaros de verano,2018,2,3,,8,7,"Cristina Gallego, Ciro Guerra",24.0,120.0
Chakravarthy,2017,14,2,,8,7,Chinthan,1.0,2.0
Viulisti,2018,3,7,,8,1,Paavo Westerberg,1.0,4.0
Viper Club,2018,3,,,4,1,Maryam Keshavarz,16.0,13.0
Hyeong,2016,12,3,,8,7,Soo-Kyung Kwon,4.0,
Rafighe Bad,2007,12,3,,8,7,Abbas Ahmadi Motlagh,,
Bao lie wu sheng,2017,2,3,9,8,7,Yukun Xin,8.0,17.0
Tri bogatyrya i Morskoy tsar,2017,18,14,5,3,6,Konstantin Feoktistov,,1.0
Mohini,2018,10,,,8,7,R. Madhesh,6.0,4.0
A Vida Invisível,2019,3,,,8,7,Karim Aïnouz,5.0,27.0
Colao,2017,12,7,,8,7,Frank Perozo,1.0,1.0
Za ona dobra stara vremena,2018,12,3,,8,7,Eduard Galic,,8.0
Union Leader,2017,3,,,8,7,Sanjay Patel,5.0,
Firebringer,2016,12,4,19,4,1,"Julia Albain, Nick Lang",,1.0
Aake,2017,10,9,16,8,7,K.M. Chaitanya,2.0,
Snow,2017,3,,,8,7,Emre Erdogdu,1.0,10.0
The Mercy of the Jungle,2018,3,8,,8,5,Joël Karekezi,,5.0
Byomkesh Pawrbo,2016,9,,,8,7,Arindam Sil,2.0,3.0
Malapata,2017,12,9,,8,7,Diogo Morgado,,3.0
Las hijas de Abril,2017,3,,,8,7,Michel Franco,5.0,25.0
Downton Abbey,2019,3,7,,2,1,Michael Engler,300.0,141.0
Love's Last Resort,2017,12,3,7,4,1,Brian Herzlinger,7.0,
Spell,2018,12,3,16,4,7,Brendan Walter,1.0,1.0
Qing sheng,2016,12,,,8,7,"Xiaofei Song, Dong Xu",,1.0
Jojakdoen dosi,2017,14,2,,8,7,Kwang-Hyun Park,17.0,17.0
Mi mejor amigo,2018,3,7,,8,7,Martín Deus,11.0,5.0
Arábia,2017,3,,,8,7,"João Dumans, Affonso Uchoa",9.0,27.0
Meditation Park,2017,3,,,8,1,Mina Shum,4.0,6.0
Dead Shack,2017,14,12,10,8,1,Peter Ricq,31.0,36.0
Oglan Bizim Kiz Bizim,2016,12,7,,8,7,Semra Dündar,,1.0
Naa Panta Kano,2017,16,,,8,7,S. Narayan,,
BraveStorm,2017,14,15,,6,4,Junya Okabe,1.0,4.0
Bloody Muscle Body Builder in Hell,2012,10,,,6,4,Shinichi Fukazawa,4.0,22.0
Trio - Jakten på Olavsskrinet,2017,13,,,8,7,Eva Dahr,,3.0
Simran,2017,2,3,16,8,7,Hansal Mehta,47.0,16.0
Mufti,2017,14,,,8,7,Narthan,9.0,2.0
Dublin Oldschool,2018,3,,,8,7,Dave Tynan,16.0,7.0
Tékasztorik,2017,12,,,8,7,"Martin Csaba, Kala Czupi",2.0,
Newness,2017,3,7,,4,1,Drake Doremus,46.0,13.0
Possession Diaries,2019,10,,,4,1,Juan Frausto,10.0,11.0
Beautiful Manasugalu,2017,3,7,16,8,7,Jayatheertha,2.0,
Moothon,2019,14,2,3,8,7,Geethu Mohandas,13.0,1.0
Firildak Ailesi,2017,18,12,6,8,7,"Haluk Can Dizdaroglu, Berk Tokay",,
Big Legend,2018,14,5,10,4,1,Justin Lee,78.0,14.0
The Doll 2,2017,10,16,,8,7,Rocky Soraya,8.0,14.0
Questione di Karma,2017,12,,,5,2,Edoardo Maria Falcone,,3.0
The Portal,2017,10,,,4,1,"Nicky Hawthorne, Svend Ploug Johansen",1.0,
Sandome no satsujin,2017,2,3,9,6,4,Hirokazu Koreeda,21.0,102.0
Holiday Inn: The New Irving Berlin Musical - Live,2017,19,,,4,1,David Horn,5.0,
1985,2018,3,,,4,1,Yen Tan,19.0,42.0
Purge of Kingdoms: The Unauthorized Game of Thrones Parody,2019,12,,,4,1,Ara Paiaya,18.0,2.0
Anonymous 616,2018,10,16,,4,1,Mike Boss,43.0,9.0
Barbara,2017,1,3,20,7,5,Mathieu Amalric,,33.0
The Ballad of Buster Scruggs,2018,12,3,19,4,1,"Ethan Coen, Joel Coen",637.0,217.0
Bamui haebyun-eoseo honja,2017,3,,,8,7,Sang-soo Hong,8.0,66.0
V.I.P.,2017,14,2,16,8,7,Hoon-jung Park,4.0,12.0
Finding Fatimah,2017,12,7,,2,1,Oz Arshad,1.0,6.0
The Lost Viking,2018,14,5,4,2,1,Emmet Cummins,4.0,
Eva,2018,3,7,,7,5,Benoît Jacquot,3.0,24.0
Harajuku,2018,3,,,8,7,Eirik Svensson,,4.0
Twarz,2018,12,3,,8,7,Malgorzata Szumowska,4.0,49.0
Ten,2017,10,9,16,4,1,Chris Robert,3.0,3.0
Spina,2017,3,,,8,7,Tereza Nvotová,,10.0
Shatamanam Bhavati,2017,3,,,8,7,Satish Vegesna,3.0,3.0
The Misguided,2018,12,3,,8,1,Shannon Alexander,5.0,18.0
Fast Color,2018,3,15,16,4,1,Julia Hart,34.0,32.0
Little Woods,2018,2,3,11,4,1,Nia DaCosta,22.0,44.0
Appatlo Okadundevadu,2016,3,,,8,7,Saagar K Chandra,1.0,
Proud Mary,2018,14,2,3,4,1,Babak Najafi,94.0,76.0
