title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Yeolliji,2006,12,3,7,8,7,Seong-jung Kim,2.0,1.0
Dennis van Rita,2006,3,,,8,7,Hilde Van Mieghem,,
Délivrez-moi,2006,3,,,8,5,Denis Chouinard,1.0,2.0
Botched,2007,12,10,,1,1,Kit Ryan,51.0,55.0
Nitro,2007,14,3,16,8,5,Alain Desrochers,11.0,4.0
Deck the Halls,2006,12,13,,4,1,John Whitesell,118.0,74.0
American Fork,2007,12,3,,4,1,Chris Bowman,7.0,8.0
The Beautiful Ordinary,2007,12,3,,4,1,Jess Bond,15.0,10.0
Bill,2007,12,3,,4,1,"Bernie Goldmann, Melisa Wallack",52.0,30.0
Brief Interviews with Hideous Men,2009,12,3,,4,1,John Krasinski,28.0,35.0
The Incredible Burt Wonderstone,2013,12,,,4,1,Don Scardino,166.0,259.0
Dallas Buyers Club,2013,1,3,,4,1,Jean-Marc Vallée,373.0,488.0
Diamonds and Guns,2008,12,,,4,1,"Chris Dollard, Renée O'Connor",6.0,
Elliot Loves,2012,12,7,,4,1,Terracino,5.0,4.0
Everybody Wants to Be Italian,2007,12,7,,4,1,Jason Todd Ipson,9.0,14.0
Fingerprints,2006,10,9,16,4,1,Harry Basil,43.0,19.0
The First Grader,2010,1,3,7,2,1,Justin Chadwick,19.0,65.0
Flood,2007,14,3,16,2,1,Tony Mitchell,81.0,12.0
The Good Life,2007,12,3,,8,1,Stephen Berra,14.0,9.0
Mirrors,2008,10,9,,4,1,Alexandre Aja,251.0,215.0
Maldeamores,2007,12,3,7,8,7,"Carlitos Ruiz Ruiz, Mariem Pérez Riera",10.0,1.0
The Messenger,2009,3,7,8,4,1,Oren Moverman,93.0,217.0
Normal Adolescent Behavior,2007,3,7,,4,1,Beth Schacter,33.0,9.0
Just Add Water,2008,12,7,,4,1,Hart Bochner,23.0,6.0
Jack Reacher,2012,14,2,16,4,1,Christopher McQuarrie,512.0,413.0
R.I.P.D.,2013,14,5,12,4,1,Robert Schwentke,243.0,212.0
Sparkle,2007,12,,,2,1,"Tom Hunsinger, Neil Hunter",12.0,17.0
Miles Ahead,2015,1,3,20,4,1,Don Cheadle,60.0,144.0
Wushu,2008,14,3,13,8,7,Antony Szeto,5.0,12.0
The Yellow Wallpaper,2012,16,,,4,1,Logan Thomas,22.0,9.0
$9.99,2008,18,3,6,8,1,Tatia Rosenthal,21.0,44.0
The Comebacks,2007,12,17,,4,1,Tom Brady,45.0,50.0
La cena per farli conoscere,2007,12,,,5,2,Pupi Avati,2.0,7.0
Rak Klavim Ratzim Hofshi,2007,3,,,8,7,Arnon Zadok,1.0,1.0
Recon 2022: The Mezzo Incident,2007,15,,,8,1,Christian Viel,17.0,5.0
Soñar no cuesta nada,2006,12,3,,8,7,Rodrigo Triana,7.0,3.0
The Jammed,2007,3,16,,8,1,Dee McLachlan,17.0,11.0
Keif al-hal?,2006,12,3,,8,7,Izidore K. Musallam,10.0,
Gekijô-ban Naruto: Daigekitotsu! Maboroshi no chitei iseki dattebayo!,2005,18,5,12,6,4,Hirotsugu Kawasaki,9.0,5.0
Proyecto Dos,2008,16,,,8,7,Guillermo Fernández Groizard,2.0,2.0
Ledsaget udgang,2007,12,3,,8,7,Erik Clausen,1.0,1.0
Zulo,2005,3,16,,8,7,C. Martín Ferrera,1.0,5.0
Genova,2008,3,9,7,2,1,Michael Winterbottom,52.0,67.0
Georgia Rule,2007,12,3,,4,1,Garry Marshall,129.0,84.0
I Want Candy,2007,12,,,2,1,Stephen Surjik,25.0,29.0
Jin tian de yu zen me yang?,2006,3,,,8,7,Xiaolu Guo,2.0,7.0
Keillers park,2006,3,7,,8,7,Susanna Edwards,9.0,6.0
Live Evil,2009,10,,,4,1,Jay Woelfel,1.0,31.0
Les ambitieux,2006,12,7,,7,5,Catherine Corsini,4.0,4.0
Les anges exterminateurs,2006,3,6,,7,5,Jean-Claude Brisseau,25.0,45.0
Danse avec lui,2007,3,,,7,5,Valérie Guignabodet,2.0,5.0
"Ensemble, c'est tout",2007,3,7,,7,5,Claude Berri,22.0,45.0
La faute à Fidel!,2006,3,4,,5,5,Julie Gavras,22.0,37.0
L'invité,2007,12,,,7,5,Laurent Bouhnik,1.0,7.0
Mia et le Migou,2008,18,13,,7,5,Jacques-Rémy Girerd,7.0,20.0
Peur(s) du noir,2007,18,10,9,7,5,"Blutch, Charles Burns",20.0,77.0
Bihisht faqat baroi murdagon,2006,2,3,,8,7,Jamshed Usmonov,2.0,8.0
Tous à l'Ouest: Une aventure de Lucky Luke,2007,18,5,12,7,5,Olivier Jean Marie,4.0,4.0
Filme da Treta,2006,12,,,8,7,José Sacramento,7.0,1.0
Dot.com,2007,12,,,8,7,Luís Galvão Teles,4.0,7.0
Shab-e bist o nohom,1989,10,,,8,7,Hamid Rakhshani,1.0,
Czeka na nas swiat,2006,12,3,,8,7,Robert Krzempek,,2.0
Hi Way,2006,12,,,8,7,Jacek Borusinski,4.0,
Inugami-ke no ichizoku,2006,3,9,16,6,4,Kon Ichikawa,5.0,5.0
Mocny czlowiek,1929,2,3,16,8,7,Henryk Szaro,1.0,1.0
Sakuran,2006,3,4,,6,4,Mika Ninagawa,10.0,29.0
Soredemo boku wa yattenai,2006,3,,,6,4,Masayuki Suo,12.0,18.0
Sugar & spice: Fûmi zekka,2006,3,7,,6,4,Isamu Nakae,5.0,6.0
Yi He Yuan,2006,3,7,,8,7,Ye Lou,27.0,36.0
Wszyscy jestesmy Chrystusami,2006,3,,,8,7,Marek Koterski,5.0,3.0
Bled Number One,2006,3,,,8,5,Rabah Ameur-Zaïmeche,2.0,9.0
Case 39,2009,10,9,16,4,1,Christian Alvart,230.0,172.0
Cougar Club,2007,12,,,4,1,Christopher Duddy,7.0,11.0
Death at a Funeral,2007,12,,,4,1,Frank Oz,230.0,166.0
Le deuxième souffle,2007,2,3,9,7,5,Alain Corneau,7.0,19.0
Dirty Laundry,2006,12,3,7,4,1,Maurice Jamal,14.0,6.0
Eating Out 2: Sloppy Seconds,2006,12,7,,4,1,Phillip J. Bartell,20.0,24.0
Frank,2007,13,,,4,1,Douglas Cheney,3.0,2.0
It Is Fine! Everything Is Fine.,2007,3,,,4,1,"David Brothers, Crispin Glover",8.0,14.0
Die Könige der Nutzholzgewinnung,2006,12,,,1,3,Matthias Keilich,1.0,5.0
Mamma Mia!,2008,12,19,7,4,1,Phyllida Lloyd,722.0,248.0
Midnight Clear,2006,3,,,4,1,Dallas Jenkins,19.0,13.0
Namastey London,2007,12,3,7,8,7,Vipul Amrutlal Shah,52.0,16.0
Not Easily Broken,2009,3,7,,4,1,Bill Duke,22.0,41.0
Numb,2007,12,3,7,8,1,Harris Goldberg,30.0,22.0
Oorlogswinter,2008,3,4,8,8,7,Martin Koolhoven,41.0,116.0
Scary Movie 5,2013,12,,,4,1,"Malcolm D. Lee, David Zucker",203.0,157.0
Senseless,2008,2,3,10,2,1,Simon Hynd,12.0,8.0
Úcastníci zájezdu,2006,12,,,8,7,Jirí Vejdelek,4.0,3.0
Cassandra's Dream,2007,2,3,7,4,1,Woody Allen,143.0,159.0
Undead or Alive: A Zombedy,2007,12,10,11,4,1,Glasgow Phillips,33.0,41.0
Deti veka,1915,3,,,3,6,Yevgeny Bauer,2.0,
The Black Pimpernel,2007,3,4,7,8,1,"Åsa Faringer, Ulf Hultberg",5.0,2.0
Fong juk,2006,14,2,16,8,7,Johnnie To,29.0,100.0
Grodmin,2005,3,,,4,7,Jim Horwitz,15.0,
Röllin sydän,2007,18,5,13,8,7,Pekka Lehtosaari,1.0,
Den nya människan,2007,3,,,8,7,Klaus Härö,2.0,2.0
Yo,2007,3,,,8,7,Rafa Cortés,3.0,8.0
Zoop in India,2006,5,12,3,8,7,Johan Nijenhuis,,4.0
Cafer'in Çilesi,1978,12,,,8,7,Zeki Alasya,,1.0
The Babysitters,2007,3,,,4,1,David Ross,30.0,38.0
La misma luna,2007,5,3,,8,7,Patricia Riggen,63.0,76.0
A Dog's Breakfast,2007,12,,,8,1,David Hewlett,47.0,7.0
Molière,2007,1,12,,7,5,Laurent Tirard,29.0,79.0
On Broadway,2007,3,,,4,1,Dave McLaughlin,10.0,12.0
Rockaway,2007,14,2,3,4,1,"Jeff Crook, Josh Crook",7.0,7.0
Star Trek,2009,14,5,15,4,1,J.J. Abrams,1620.0,539.0
Talk to Me,2007,1,3,4,4,1,Kasi Lemmons,59.0,109.0
You Kill Me,2007,12,2,7,4,1,John Dahl,77.0,126.0
Duo,2006,12,,,8,5,Richard Ciupka,2.0,1.0
Cara de queso 'mi primer ghetto',2006,12,3,,8,7,Ariel Winograd,4.0,1.0
Madrigal,2007,15,,,8,7,Fernando Pérez,2.0,7.0
Mientras tanto,2006,3,,,8,7,Diego Lerman,1.0,3.0
Visitante de invierno,2008,10,16,,8,7,Sergio Esquenazi,4.0,2.0
¿De quién es el portaligas?,2007,12,,,8,7,"María Cecilia López, Fito Páez",1.0,2.0
Kariseuma talchulgi,2006,12,,,8,7,Nam-ki Kwon,3.0,2.0
La luna en botella,2007,12,,,8,7,Grojo,,1.0
Yoru no Shanghai,2007,3,7,,8,4,Yibai Zhang,3.0,6.0
Hazard,2005,2,3,,6,4,Sion Sono,2.0,15.0
Polaróides Urbanas,2008,12,3,,8,7,Miguel Falabella,,1.0
Don,2006,3,13,,8,7,Arend Steenbergen,2.0,2.0
Starfish Hotel,2006,3,,,6,4,John Williams,5.0,12.0
Tatar Ramazan Sürgünde,1992,3,,,8,7,Melih Gülgen,2.0,
13,2010,2,3,16,4,1,Géla Babluani,87.0,66.0
Honor de cavalleria,2006,3,,,8,7,Albert Serra,4.0,23.0
A Outra Margem,2007,3,,,8,7,Luís Filipe Rocha,1.0,3.0
A casa nostra,2006,3,,,5,2,Francesca Comencini,4.0,9.0
A Feast of Flesh,2007,10,,,4,1,Mike Watt,6.0,10.0
Barakat!,2006,3,,,7,5,Djamila Sahraoui,2.0,8.0
Be Kind Rewind,2008,12,,,2,1,Michel Gondry,245.0,250.0
Berbagi Suami,2006,12,3,,8,7,Nia Di Nata,10.0,4.0
Black Crescent Moon,2008,2,3,9,4,1,Adam Pertofsky,1.0,2.0
Epic Movie,2007,5,12,,4,1,"Jason Friedberg, Aaron Seltzer",681.0,113.0
Body Armour,2007,14,,,4,1,Gerry Lively,6.0,5.0
Cum mi-am petrecut sfârsitul lumii,2006,3,,,8,7,Cãtãlin Mitulescu,25.0,24.0
Delta Farce,2007,14,5,12,4,1,C.B. Harding,62.0,43.0
Electroma,2006,3,15,,7,7,"Thomas Bangalter, Guy-Manuel De Homem-Christo",22.0,26.0
Feast of Love,2007,3,7,,4,1,Robert Benton,59.0,87.0
Forgetting Sarah Marshall,2008,12,3,7,4,1,Nicholas Stoller,358.0,246.0
"Have Love, Will Travel",2007,3,,,4,1,Daniel Peterson,,1.0
The Hills Have Eyes II,2007,10,16,,4,1,Martin Weisz,223.0,162.0
The Incredible Hulk,2008,14,5,15,4,1,Louis Leterrier,761.0,388.0
Lockout,2006,10,9,16,4,1,Ricardo Islas,8.0,3.0
Mon colonel,2006,2,3,4,7,5,Laurent Herbiet,7.0,7.0
Pingpong,2006,3,,,1,3,Matthias Luthardt,6.0,20.0
n Beetje Verliefd,2006,12,7,,8,7,Martin Koolhoven,1.0,5.0
Dead Write,2007,9,16,,4,1,Michael Connell,2.0,1.0
Shoot the Messenger,2006,3,,,2,1,Ngozi Onwurah,27.0,5.0
Skills Like This,2007,12,,,4,1,Monty Miranda,11.0,53.0
Swedish Auto,2006,3,,,4,1,Derek Sieg,10.0,5.0
Deception,2008,2,3,9,4,1,Marcel Langenegger,111.0,99.0
Transsiberian,2008,2,3,9,2,1,Brad Anderson,176.0,129.0
Vindication,2006,10,,,4,1,Bart Mastronardi,3.0,7.0
Wieners,2008,5,12,,4,1,Mark Steilen,9.0,8.0
Z odzysku,2006,3,,,8,7,Slawomir Fabicki,3.0,2.0
Appaloosa,2008,14,2,3,4,1,Ed Harris,213.0,191.0
Clash of the Titans,2010,14,5,6,4,1,Louis Leterrier,663.0,347.0
Daddy's Girl,2006,10,16,,2,1,D.J. Evans,6.0,3.0
The Dirt,2019,1,12,3,4,1,Jeff Tremaine,528.0,69.0
Hwa-ryeo-han-hyoo-ga,2007,3,,,8,7,Ji-hoon Kim,3.0,9.0
Marvelous,2006,12,3,,4,1,Síofra Campbell,1.0,1.0
S&man,2006,10,,,4,1,J.T. Petty,7.0,25.0
Sei dai tinwong,2006,12,3,20,8,7,Daniel Wu,2.0,5.0
Storm Warning,2007,10,16,,8,1,Jamie Blanks,63.0,69.0
Thor,2011,14,5,6,4,1,Kenneth Branagh,853.0,549.0
Life in a Metro,2007,12,3,7,8,7,Anurag Basu,37.0,12.0
Anthony Kaun Hai?,2006,9,16,,8,7,Raj Kaushal,6.0,2.0
Suden arvoitus,2006,5,3,13,8,7,Raimo O. Niemi,2.0,3.0
The Monster of Phantom Lake,2006,12,10,15,4,1,Christopher R. Mihm,6.0,7.0
The Tracey Fragments,2007,3,,,8,1,Bruce McDonald,51.0,63.0
Analog Days,2006,3,,,4,1,Mike Ott,1.0,12.0
An American Crime,2007,1,2,3,4,1,Tommy O'Haver,139.0,53.0
Bryan Loves You,2008,10,,,4,1,Seth Landau,6.0,22.0
Doraemon: Nobita no kyôryû,2006,18,5,12,6,4,Ayumu Watanabe,3.0,1.0
Hellbride,2007,10,,,2,1,Pat Higgins,3.0,15.0
Kibakichi: Bakko-yokaiden 2,2004,10,,,6,4,"Tomo'o Haraguchi, Daiji Hattori",5.0,3.0
Linha de Passe,2008,3,17,,8,7,"Walter Salles, Daniela Thomas",11.0,44.0
Nichts als Gespenster,2006,3,,,1,3,Martin Gypkens,4.0,21.0
Oh Schuks ... I'm Gatvol!,2004,12,,,8,1,"Willie Esterhuizen, Leon Schuster",2.0,
Ópium: Egy elmebeteg nö naplója,2007,3,7,,8,7,János Szász,4.0,9.0
The Promotion,2008,12,,,4,1,Steve Conrad,52.0,74.0
Red Dog,2011,1,12,3,8,1,Kriv Stenders,89.0,56.0
Southern Gothic,2007,3,10,,4,1,Mark Young,8.0,10.0
Säg att du älskar mig,2006,3,,,8,7,Daniel Fridell,2.0,4.0
Warcraft,2016,14,5,6,8,1,Duncan Jones,956.0,362.0
Vorstadtkrokodile,2009,5,13,,1,3,Christian Ditter,2.0,17.0
Que Dieu bénisse l'Amérique,2006,3,16,,8,5,Robert Morin,,1.0
The Amazing Grace,2006,3,4,,8,1,Jeta Amata,2.0,2.0
An American in China,2008,12,3,7,8,1,Ron Berrett,1.0,1.0
Anja og Viktor - brændende kærlighed,2007,12,7,,8,7,Niels Nørløv Hansen,,2.0
Asylum,2008,10,16,,4,1,David R. Ellis,40.0,41.0
Bratz,2007,12,13,20,4,1,Sean McNamara,107.0,61.0
Death Sentence,2007,14,2,16,4,1,James Wan,330.0,174.0
Devil's Knot,2013,1,2,3,4,1,Atom Egoyan,77.0,160.0
The Dork of the Rings,2006,5,12,6,4,1,Timothy Alan Richardson,4.0,4.0
The Hottie & the Nottie,2008,12,7,,4,1,Tom Putnam,115.0,80.0
It's Kind of a Funny Story,2010,12,3,7,4,1,"Anna Boden, Ryan Fleck",178.0,161.0
Vetka sireni,2007,3,20,,8,6,Pavel Lungin,1.0,1.0
Love... & Other 4 Letter Words,2007,12,7,,4,1,Steven Ayromlooi,5.0,2.0
Married Life,2007,2,3,7,4,1,Ira Sachs,54.0,111.0
La terza madre,2007,3,10,16,5,1,Dario Argento,111.0,187.0
La mula,2013,12,3,,8,7,"Michael Radford, Sebastien Grousset",2.0,6.0
Niji no megami,2006,3,7,,6,4,Naoto Kumazawa,6.0,5.0
P2,2007,2,10,16,4,1,Franck Khalfoun,175.0,161.0
Pool Party,2007,12,,,4,1,Timothy M. Snell,9.0,3.0
Rendition,2007,3,16,,4,1,Gavin Hood,211.0,134.0
Sleep Dealer,2008,3,7,15,8,7,Alex Rivera,44.0,48.0
Surviving Evil,2009,14,10,16,2,1,Terence Daw,12.0,12.0
Taxi 4,2007,14,12,2,7,5,Gérard Krawczyk,20.0,9.0
Shiloh Falls,2007,16,11,,4,1,Adrian Fulle,11.0,
w Delta z,2007,2,3,10,2,1,Tom Shankland,58.0,51.0
Bhagam Bhag,2006,12,9,16,8,7,Priyadarshan,26.0,9.0
Blood Trails,2006,10,16,,1,1,Robert Krause,42.0,29.0
Marilena de la P7,2006,3,6,,8,7,Cristian Nemescu,7.0,3.0
Hidden Secrets,2006,12,3,,4,1,Carey Scott,11.0,18.0
Kisarazu Cat's Eye: World Series,2006,12,3,,6,4,Fuminori Kaneko,2.0,
Blóðbönd,2006,3,,,8,7,Árni Ásgeirsson,3.0,
L'aria salata,2006,3,,,5,2,Alessandro Angelini,2.0,11.0
Bhadra,2005,14,,,8,7,Boyapati Srinu,1.0,1.0
Hao qi hai si mao,2006,3,9,,8,7,Yibai Zhang,5.0,3.0
Facing the Giants,2006,3,6,17,4,1,Alex Kendrick,395.0,29.0
Horizonica,2006,14,12,10,8,7,"Ramon Etman, Fabian van Dongen",3.0,2.0
Lars and the Real Girl,2007,12,3,7,4,1,Craig Gillespie,333.0,227.0
The Midnight Meat Train,2008,10,9,,4,1,Ryûhei Kitamura,273.0,191.0
Mýrin,2006,2,3,9,8,7,Baltasar Kormákur,28.0,40.0
Palimpsest,2006,16,,,8,7,Konrad Niewolski,6.0,8.0
Inga tårar,2006,3,,,8,7,Håkan Bjerking,1.0,1.0
Seinto Seiya: Tenkai-hen joso - Overture,2004,18,6,,6,4,Shigeyasu Yamauchi,6.0,1.0
Sangue: La morte non esiste,2005,3,,,5,2,Libero De Rienzo,3.0,5.0
Shoppen,2006,12,3,7,1,3,Ralf Westhoff,10.0,16.0
Taiyô no kizu,2006,2,3,16,6,4,Takashi Miike,2.0,4.0
Vacuum Killer,2006,12,6,10,8,5,Christophe Lamot,3.0,8.0
36 pasos,2006,10,,,8,7,Adrián García Bogliano,12.0,11.0
Blood: The Last Vampire,2009,14,10,16,8,1,Chris Nahon,96.0,122.0
L'affaire Farewell,2009,3,7,16,7,5,Christian Carion,31.0,73.0
Flogging Margaret,2008,12,7,,4,1,Oliver Assiran,16.0,2.0
Heyy Babyy,2007,12,3,,8,7,Sajid Khan,32.0,7.0
Monopoly,2006,2,9,16,8,7,Hang-bae Lee,2.0,3.0
My Sexiest Year,2007,12,3,,4,1,Howard Himelstein,1.0,
"Oh, wie schön ist Panama",2006,18,13,,1,3,"Martin Otevrel, Irina Probost",2.0,9.0
Extreme Movie,2008,12,,,4,1,"Adam Jay Epstein, Andrew Jacobson",40.0,16.0
The Ramen Girl,2008,12,3,7,4,4,Robert Allan Ackerman,47.0,14.0
Carriers,2009,3,10,15,4,1,"David Pastor, Àlex Pastor",132.0,80.0
Sommer '04,2006,3,,,1,3,Stefan Krohmer,7.0,27.0
Yella,2007,3,10,7,1,3,Christian Petzold,26.0,86.0
Cansada de besar sapos,2006,12,7,,8,7,Jorge Colón,11.0,2.0
Niñas mal,2007,12,,,8,7,Fernando Sariñana,13.0,3.0
La máquina de bailar,2006,12,20,,8,7,Óscar Aibar,2.0,1.0
The Pool Boys,2009,12,,,4,1,J.B. Rogers,12.0,7.0
It's a Free World...,2007,3,,,2,1,Ken Loach,27.0,72.0
Achados e Perdidos,2007,2,,,8,7,José Joffily,2.0,
Air,2005,18,5,3,6,4,Osamu Dezaki,3.0,3.0
Breakout,2007,3,20,,8,7,Mike Eschmann,1.0,2.0
Kisarazu Cat's Eye: Nihon Series,2003,12,3,17,6,4,Fuminori Kaneko,,2.0
Lange flate ballær,2006,12,3,17,8,7,"Bjørn Fast Nagell, Harald Zwart",7.0,5.0
Marmorera,2007,9,16,,8,3,Markus Fischer,3.0,7.0
Meduzot,2007,3,,,8,7,"Shira Geffen, Etgar Keret",21.0,68.0
Deguchi no nai umi,2006,3,8,,6,4,Kiyoshi Sasabe,2.0,2.0
Partner,2007,12,3,7,8,7,David Dhawan,41.0,13.0
Sun Kissed,2006,3,7,,4,1,Patrick McGuinn,13.0,10.0
Dhee,2007,12,,,8,7,Sreenu Vaitla,,10.0
Dheena,2001,14,,,8,7,A.R. Murugadoss,,
Kalteva torni,2006,12,3,,8,7,Timo Koivusalo,3.0,
La vie secrète des gens heureux,2006,3,,,8,5,Stéphane Lapointe,,1.0
9/11: The Twin Towers,2006,3,4,,2,1,Richard Dale,3.0,
977,2006,3,15,,3,6,Nikolay Khomeriki,1.0,2.0
AmericanEast,2008,3,,,4,1,Hesham Issawi,4.0,
Angels & Demons,2009,9,16,,4,1,Ron Howard,483.0,198.0
Bas Ek Pal,2006,3,7,,8,7,Onir,13.0,5.0
Blind,2007,3,7,,8,7,Tamar van den Dop,8.0,16.0
J'aurais voulu être un danseur,2007,19,,,8,5,Alain Berliner,1.0,2.0
Den brysomme mannen,2006,12,3,6,8,7,Jens Lien,66.0,65.0
The Cry,2007,10,16,,4,1,Bernadine Santistevan,14.0,8.0
Les deux mondes,2007,12,6,,7,5,Daniel Cohen,6.0,7.0
A Dog Year,2009,12,3,,4,1,George LaVoo,22.0,5.0
Drama/Mex,2006,3,,,8,7,Gerardo Naranjo,11.0,26.0
Dünyayi Kurtaran Adam'in Oglu,2006,14,12,15,8,7,Kartal Tibet,19.0,4.0
Easy Virtue,2008,12,7,,2,1,Stephan Elliott,83.0,132.0
Fallen Angels,2006,10,16,,4,1,Jeff Thomas,8.0,12.0
The Ferryman,2007,6,10,16,8,1,Chris Graham,35.0,23.0
Fica Comigo Esta Noite,2006,12,,,8,7,João Falcão,2.0,1.0
Fritt vilt,2006,10,16,,8,7,Roar Uthaug,69.0,121.0
Funny Games,2007,2,3,16,4,1,Michael Haneke,502.0,261.0
The Good Heart,2009,12,3,,8,1,Dagur Kári,15.0,62.0
Hallows Point,2007,14,12,3,4,1,Jeffrey Lynn Ward,5.0,1.0
Hamilton,2006,3,,,4,1,Matthew Porterfield,3.0,9.0
Honeymoon Travels Pvt. Ltd.,2007,12,3,7,8,7,Reema Kagti,12.0,7.0
In 3 Tagen bist du tot,2006,10,16,,8,3,Andreas Prochaska,27.0,33.0
Joshua,2007,3,10,16,4,1,George Ratliff,95.0,130.0
Kaidan Shin Mimibukuro: Yûrei manshon,2005,10,,,6,4,Akio Yoshida,6.0,4.0
Kogitsune Heren,2006,3,13,,6,4,Keita Kôno,3.0,4.0
Largo Winch,2008,14,5,16,7,5,Jérôme Salle,24.0,46.0
"Se, jie",2007,3,4,7,4,7,Ang Lee,157.0,186.0
Machete,2006,14,5,3,8,7,"Pablo Esparza, Roman Hernández Cordova",1.0,1.0
Modern Love,2006,10,9,,8,1,Alex Frayne,20.0,6.0
My Dead Girlfriend,2006,12,10,,8,1,Brett Kelly,9.0,6.0
Neal Cassady,2007,1,3,,4,1,Noah Buschel,9.0,7.0
Nebo iznad krajolika,2006,12,,,8,7,Nenad Djuric,,
"New York, I Love You",2008,12,3,7,4,1,"Fatih Akin, Yvan Attal",78.0,136.0
Persepolis,2007,18,1,3,7,5,"Vincent Paronnaud, Marjane Satrapi",171.0,253.0
Pornorama,2007,12,,,1,3,Marc Rothemund,2.0,6.0
The Room,2006,3,16,,8,5,Giles Daoust,7.0,6.0
7 ans,2006,3,,,7,5,Jean-Pascal Hattu,3.0,16.0
Suden vuosi,2007,3,7,,8,7,Olli Saarela,3.0,
Thuruppu Gulan,2006,14,12,,8,7,Johny Antony,1.0,
Toki o kakeru shôjo,2006,18,5,12,6,4,Mamoru Hosoda,79.0,77.0
Tooth Fairy,2010,12,13,6,4,1,Michael Lembeck,82.0,115.0
Life During Wartime,2009,12,3,,4,1,Todd Solondz,33.0,152.0
Kanda Naal Mudhal,2005,12,7,,8,7,Priya,6.0,
Pachakuthira,2006,12,3,7,8,7,Kamal,2.0,
Period Piece,2006,12,3,,4,1,Giuseppe Andrews,6.0,2.0
A fost sau n-a fost?,2006,12,3,,8,7,Corneliu Porumboiu,40.0,68.0
Dans la ville de Sylvia,2007,3,,,8,5,José Luis Guerín,24.0,68.0
Fantasma,2006,3,,,8,7,Lisandro Alonso,7.0,11.0
Hilde,2009,1,3,20,1,3,Kai Wessel,3.0,26.0
Limit of Love: Umizaru,2006,14,3,,6,4,Eiichirô Hasumi,2.0,5.0
The Accidental Husband,2008,12,7,,4,1,Griffin Dunne,72.0,56.0
Las 13 rosas,2007,3,,,8,7,Emilio Martínez Lázaro,4.0,9.0
Yureru,2006,2,3,,6,4,Miwa Nishikawa,6.0,14.0
Chekeraccho!!,2006,3,19,,6,4,Rieko Miyamoto,2.0,9.0
Conozca la cabeza de Juan Pérez,2008,12,,,8,7,Emilio Portes,4.0,4.0
Hatsukoi,2006,2,3,7,6,4,Yukinari Hanawa,4.0,8.0
Noise,2007,2,3,9,8,1,Matthew Saville,34.0,18.0
Tjocktjuven,2006,12,3,7,8,7,Henrik Sylvén,,
Vratné lahve,2007,12,3,,8,7,Jan Sverák,10.0,36.0
Aap Ki Khatir,2006,12,7,,8,7,Dharmesh Darshan,10.0,5.0
Dublerzy,2006,14,12,,8,7,Marcin Ziebinski,1.0,
L'intouchable,2006,3,,,7,1,Benoît Jacquot,6.0,5.0
Malta con Huevo,2007,12,2,15,8,7,Cristobal Valderrama,2.0,3.0
Metro ni notte,2006,3,,,6,4,Tetsuo Shinohara,4.0,5.0
The Belgrade Phantom,2009,14,2,3,8,7,Jovan B. Todorovic,7.0,8.0
Tapete Vermelho,2005,12,,,8,7,Luís Alberto Pereira,1.0,1.0
Hachimitsu to kurôbâ,2006,7,,,6,4,Masahiro Takada,5.0,13.0
Love Com,2006,12,7,,6,4,Kitaji Ishikawa,4.0,6.0
The Pumpkin Karver,2006,10,,,4,1,Robert Mann,31.0,29.0
Il sole nero,2007,3,,,5,2,Krzysztof Zanussi,2.0,3.0
Vaanathaipola,2000,3,19,7,8,7,Vikraman,,
Vita Smeralda,2006,12,,,5,2,Jerry Calà,1.0,3.0
Asian Stories (Book 3),2006,12,3,,4,1,"Ron Oda, Kris Chin",2.0,2.0
Belle du Seigneur,2012,3,7,,7,1,Glenio Bonder,8.0,2.0
Bright Star,2009,1,3,7,2,1,Jane Campion,114.0,223.0
Coming Soon,2006,12,6,,8,7,Sir Tijn Po,15.0,1.0
Congorama,2006,12,3,,8,5,Philippe Falardeau,8.0,18.0
Costa Chica: Confession of an Exorcist,2006,10,,,4,1,David Heavener,1.0,3.0
Court of Lonely Royals,2006,3,16,,8,1,Rohan Michael Hoole,6.0,2.0
The Da Vinci Treasure,2006,14,5,9,4,1,Peter Mervis,18.0,5.0
The Danish Girl,2015,1,3,7,2,1,Tom Hooper,262.0,343.0
A Day in the Life,2009,14,2,3,4,1,Sticky Fingaz,5.0,6.0
"De ma fenêtre, sans maison...",2006,3,,,8,5,Maryanne Zéhil,10.0,
The Deaths of Ian Stone,2007,10,16,,2,1,Dario Piana,87.0,62.0
Death Note: The Last Name,2006,5,2,3,6,4,Shûsuke Kaneko,49.0,62.0
Dejimon Teimâzu - Bôkensha tachi no tatakai,2001,14,5,,6,4,Tetsuo Imazawa,1.0,
Driller,2006,10,15,,4,1,Jason Kartalian,4.0,3.0
Free Rainer,2007,12,3,,8,3,Hans Weingartner,19.0,22.0
Gospel Hill,2008,3,,,4,1,Giancarlo Esposito,7.0,7.0
Jack and Jill,2011,12,,,4,1,Dennis Dugan,335.0,161.0
Take Me Home Tonight,2011,12,3,7,4,1,Michael Dowse,97.0,138.0
Knife Edge,2009,10,16,,2,1,Anthony Hickox,17.0,25.0
Krummerne - Så er det jul igen,2006,5,13,,8,7,Morten Lorentzen,,
The Last Sin Eater,2007,3,,,4,1,Michael Landon Jr.,33.0,18.0
Live!,2007,3,,,4,1,Bill Guttentag,35.0,35.0
