title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Solar Flare,2008,14,3,16,4,1,Fred Olen Ray,5.0,
Na bezymyannoy vysote,2004,8,,,3,6,Vyacheslav Nikiforov,4.0,
Tricks.,2007,12,3,,4,1,DeAara L. Lewis,1.0,
Xia tian de wei ba,2007,3,7,,8,7,Wen-tang Cheng,2.0,4.0
Jeszcze raz,2008,12,7,,8,7,Mariusz Malec,1.0,
Ogród Luizy,2007,12,3,7,8,7,Maciej Wojtyszko,,1.0
Shutter Island,2010,9,16,,4,1,Martin Scorsese,1162.0,514.0
Underdogs,2007,3,,,1,3,Jan-Hinrik Drevs,2.0,11.0
The 5th Quarter,2010,1,3,17,4,1,Rick Bieber,33.0,14.0
Atletu,2009,1,3,,4,1,"Davey Frankel, Rasselas Lakew",3.0,6.0
The Graduates,2008,12,,,4,1,Ryan Gielen,9.0,24.0
Sinners and Saints,2010,14,2,16,4,1,William Kaufman,36.0,29.0
Three and Out,2008,12,3,,2,1,Jonathan Gershfield,26.0,22.0
Arráncame la vida,2008,3,,,8,7,Roberto Sneider,10.0,10.0
Avant l'aube,2011,3,16,,7,5,Raphaël Jacoulot,6.0,9.0
Chamaco,2009,3,,,8,7,Miguel Necoechea,3.0,5.0
Cinéman,2009,12,6,7,7,5,Yann Moix,,14.0
Ice Blues,2008,2,3,9,8,1,Ron Oliver,4.0,2.0
JCVD,2008,12,2,3,8,5,Mabrouk El Mechri,146.0,173.0
Lange flate ballær II,2008,12,3,8,8,7,Harald Zwart,1.0,3.0
Osobennosti russkoy bani,1999,12,,,3,6,Aleksey Rudakov,,
Le premier cercle,2009,14,2,3,7,5,Laurent Tuel,14.0,16.0
02:22,2017,16,,,8,1,Paul Currie,101.0,33.0
Against the Current,2009,3,,,4,1,Peter Callahan,23.0,10.0
Basmati Blues,2017,12,19,7,4,1,Dan Baron,37.0,26.0
The Boat That Rocked,2009,12,3,20,2,1,Richard Curtis,237.0,190.0
Flying By,2009,3,13,20,4,1,Jim Amatulli,2.0,
Jennifer's Body,2009,12,10,,4,1,Karyn Kusama,323.0,314.0
Mutants,2008,14,10,15,4,1,Amir Valinia,9.0,12.0
Necrosis,2009,10,16,,4,1,Jason Robert Stephens,26.0,22.0
Phantom Punch,2008,1,3,17,8,1,Robert Townsend,12.0,10.0
Asylum Seekers,2009,12,6,,4,1,Rania Ajami,8.0,20.0
The Houseboy,2007,3,7,,4,1,Spencer Schilly,6.0,8.0
Münferit,2007,2,3,,8,7,Dersu Yavuz Altun,1.0,2.0
(Untitled),2009,12,3,20,4,1,Jonathan Parker,17.0,49.0
Spinnin',2007,12,3,7,8,7,Eusebio Pastrana,5.0,4.0
The Factory,2012,2,9,16,7,1,Morgan O'Neill,65.0,46.0
Mandie and the Secret Tunnel,2009,5,3,13,4,1,"Joy Chapman, Owen Smith",2.0,2.0
Born of Earth,2008,10,,,4,1,Tommy Brunswick,3.0,4.0
Che Kopete: La Película,2007,12,,,8,7,León Errázuriz,,1.0
Lay the Favorite,2012,12,3,7,4,1,Stephen Frears,44.0,116.0
Beste Gegend,2008,3,7,,1,3,Marcus H. Rosenmüller,2.0,5.0
My Big Love,2008,3,7,,8,7,Jade Castro,2.0,2.0
Chiko,2008,2,3,,1,3,Özgür Yildirim,9.0,37.0
199 recetas para ser feliz,2008,3,,,8,7,Andrés Waissbluth,,2.0
Apron Strings,2008,3,,,8,1,Sima Urale,3.0,6.0
Boogie,2008,12,3,,8,7,Radu Muntean,8.0,23.0
Gooby,2009,13,6,,8,1,Wilson Coneybeare,14.0,7.0
Hijack,2008,14,16,,8,7,Kunal Shivdasani,10.0,4.0
Kan door huid heen,2009,3,,,8,7,Esther Rots,5.0,30.0
Louise-Michel,2008,12,,,7,5,"Benoît Delépine, Gustave Kervern",7.0,56.0
Medvídek,2007,12,3,,8,7,Jan Hrebejk,,5.0
Ugly Aur Pagli,2008,12,3,,8,7,Sachin Kamlakar Khot,18.0,5.0
Versailles,2008,3,,,7,5,Pierre Schoeller,2.0,16.0
Vilaine,2008,12,,,7,5,"Jean-Patrick Benes, Allan Mauduit",6.0,3.0
Män som hatar kvinnor,2009,2,3,9,8,7,Niels Arden Oplev,307.0,336.0
Saw V,2008,10,9,16,4,1,David Hackl,281.0,166.0
Meitantei Conan: Ginyoku no kijutsushi,2004,18,9,,6,4,Yasuichirô Yamamoto,1.0,4.0
Shôrin shôjo,2008,14,12,6,6,4,Katsuyuki Motohiro,8.0,13.0
Vermist,2007,2,3,16,8,7,Jan Verheyen,3.0,1.0
Keurosing,2008,3,,,8,7,Tae-gyun Kim,10.0,7.0
Meitantei Conan: Meikyuu no crossroad,2003,18,5,9,6,4,Kenji Kodama,,4.0
Meitantei Conan: Suiheisenjyou no sutorateeji,2005,18,14,5,6,4,Yasuichirô Yamamoto,4.0,3.0
Green Lantern,2011,14,5,15,4,1,Martin Campbell,606.0,452.0
Medicine for Melancholy,2008,3,7,,4,1,Barry Jenkins,20.0,49.0
What Doesn't Kill You,2008,2,3,,4,1,Brian Goodman,50.0,50.0
Serious Moonlight,2009,12,2,7,4,1,Cheryl Hines,39.0,47.0
The Way of War,2009,14,16,,4,1,John R. Carter,47.0,11.0
Kakushi toride no san akunin,2008,14,5,3,6,4,Shinji Higuchi,4.0,7.0
Bayrampasa: Ben fazla kalmayacagim,2007,12,3,,8,7,Hamdi Alkan,1.0,1.0
The Private Lives of Pippa Lee,2009,12,3,7,4,1,Rebecca Miller,50.0,108.0
Boogie Woogie,2009,12,3,,2,1,Duncan Ward,23.0,30.0
ZMD: Zombies of Mass Destruction,2009,12,10,15,4,1,Kevin Hamedani,39.0,66.0
Bouquet final,2008,12,,,7,5,Michel Delgado,1.0,2.0
Erkek Güzeli Sefil Bilo,1979,12,3,,8,7,Ertem Egilmez,,
Kaméleon,2008,12,3,16,8,7,Krisztina Goda,3.0,7.0
Donkeys,2010,12,3,,2,1,Morag McKinnon,2.0,3.0
Survival of the Dead,2009,12,3,10,4,1,George A. Romero,163.0,281.0
Gachi bôi,2008,12,,,6,4,Norihiro Koizumi,2.0,7.0
É Proibido Fumar,2009,3,7,16,8,7,Anna Muylaert,1.0,3.0
Krach,2010,14,3,16,8,5,Fabrice Genestal,1.0,1.0
Takers,2010,14,2,16,4,1,John Luessenhop,147.0,122.0
Cat City,2008,3,9,16,4,1,Brent Huff,12.0,5.0
H2O Extreme,2009,14,17,,4,1,William Scharpf,,
The Limits of Control,2009,2,3,9,4,1,Jim Jarmusch,116.0,163.0
Tell-Tale,2009,3,10,15,2,1,Michael Cuesta,26.0,35.0
Duplicity,2009,12,2,7,4,1,Tony Gilroy,191.0,219.0
Homecoming,2009,3,10,17,4,1,Morgan J. Freeman,19.0,35.0
Julie & Julia,2009,1,3,7,4,1,Nora Ephron,313.0,262.0
Route 30,2007,12,,,4,1,John Putch,4.0,
Shin kyûseishu densetsu Hokuto no Ken: Raô den - Gekitô no shô,2007,18,14,,6,4,,,6.0
The Slammin' Salmon,2009,12,,,4,1,Kevin Heffernan,30.0,47.0
Whirlwind,2007,3,7,,4,1,Richard LeMay,9.0,2.0
Ssonda,2007,14,12,3,8,7,Jeong-woo Park,2.0,3.0
Psycho Ward,2007,10,,,8,1,Patrick McBrearty,11.0,3.0
Den du frygter,2008,3,16,,8,7,Kristian Levring,10.0,26.0
Duggholufólkið,2007,5,13,,8,7,Ari Kristinsson,,4.0
Chintu Ji,2009,12,3,,8,7,Ranjit Kapoor,10.0,2.0
"Mord ist mein Geschäft, Liebling",2009,12,2,7,1,3,Sebastian Niemann,4.0,18.0
Morgan Pålsson - världsreporter,2008,12,,,8,7,Fredrik Boklund,2.0,2.0
White Material,2009,3,8,,7,5,Claire Denis,27.0,126.0
Alarm,2008,16,,,8,1,Gerard Stembridge,6.0,4.0
Bangkok Love Story,2007,14,2,3,8,7,Poj Arnon,13.0,5.0
Carlitos y el campo de los sueños,2008,5,12,3,8,7,Jesús del Cerro,,1.0
"El cielo, la tierra, y la lluvia",2008,3,,,8,7,José Luis Torres Leiva,1.0,12.0
Dean Spanley,2008,12,3,,8,1,Toa Fraser,35.0,29.0
Sik-gaek,2007,12,3,,8,7,Yun-su Jeon,3.0,11.0
Sasori,2008,14,,,6,4,Joe Ma,4.0,13.0
Sex Drive,2008,12,7,,4,1,Sean Anders,102.0,103.0
A Tale of Love and Darkness,2015,1,3,4,8,7,Natalie Portman,25.0,63.0
Wonderful Town,2007,3,7,,8,7,Aditya Assarat,11.0,47.0
District 9,2009,14,15,16,8,1,Neill Blomkamp,1337.0,479.0
A Festa da Menina Morta,2008,3,,,8,7,Matheus Nachtergaele,4.0,8.0
Run! Bitch Run!,2009,10,16,,4,1,Joseph Guzman,32.0,47.0
Tales of an Ancient Empire,2010,14,5,,4,1,Albert Pyun,36.0,25.0
Beautiful Bitch,2007,3,,,1,3,Martin Theo Krieger,3.0,10.0
Aabra Ka Daabra,2004,6,,,8,7,Dheeraj Kumar,4.0,
Awaydays,2009,2,3,,2,1,Pat Holden,27.0,28.0
Between Love & Goodbye,2008,3,20,7,4,1,Casper Andreas,24.0,8.0
A Darker Reality,2008,10,,,4,1,Chris Kazmier,9.0,11.0
Death Wish,2018,14,2,3,4,1,Eli Roth,580.0,244.0
Fire from Below,2009,16,,,4,1,"Andrew Stevens, Jim Wynorski",12.0,6.0
Moonlight Sonata,2009,3,16,,4,1,Celik Kayalar,31.0,
Accidental Love,2015,12,7,,4,1,David O. Russell,34.0,60.0
Scourge,2008,10,9,15,4,1,Jonas Quastel,16.0,12.0
Soo,2007,14,3,16,8,7,Yôichi Sai,6.0,5.0
Rama Rama Kya Hai Dramaaa,2008,12,3,7,8,7,Chandrakant Singh,4.0,3.0
3-Day Weekend,2008,3,7,,4,1,Rob Williams,8.0,6.0
Blood River,2009,10,16,11,4,1,Adam Mason,27.0,25.0
Desdemona: A Love Story,2009,3,,,4,1,Phillip Guzman,1.0,
14 kilómetros,2007,3,,,8,7,Gerardo Olivares,2.0,12.0
Moo-jeok-ja,2010,14,2,3,8,7,"Hae-sung Song, Hae-sung Song",11.0,26.0
Wonseu-eopon-eo-taim,2008,14,5,12,8,7,Yong-ki Jeong,1.0,5.0
How to Draw a Perfect Circle,2009,3,,,8,7,Marco Martins,2.0,3.0
Sonny Boy,2011,1,3,7,8,7,Maria Peters,2.0,7.0
Twenty:20,2008,14,2,3,8,7,Joshiy,5.0,1.0
Personal Effects,2009,3,,,4,1,David Hollander,36.0,13.0
1612: Khroniki smutnogo vremeni,2007,5,3,6,3,6,Vladimir Khotinenko,22.0,3.0
Stolen Lives,2009,2,3,9,4,1,Anders Anderson,36.0,27.0
A Film with Me in It,2008,12,16,,8,1,Ian Fitzgibbon,18.0,49.0
The Ghost Writer,2010,3,9,16,7,1,Roman Polanski,382.0,348.0
Jeepers Creepers 3,2017,14,10,9,4,1,Victor Salva,287.0,48.0
Tôkyô shôjo,2008,6,7,,6,4,Kazuya Konaka,3.0,
The Lena Baker Story,2008,2,3,4,4,1,Ralph Wilcox,4.0,1.0
El nido vacío,2008,12,3,,8,7,Daniel Burman,2.0,25.0
Polanski,2009,1,3,,4,1,Damian Chapa,2.0,8.0
La última y nos vamos,2009,3,,,8,7,Eva López Sánchez,3.0,
The Unborn,2009,3,10,9,4,1,David S. Goyer,237.0,182.0
45 R.P.M.,2008,3,,,8,1,Dave Schultz,5.0,3.0
Black Devil Doll,2007,12,10,,4,1,Jonathan Louis Lewis,21.0,31.0
Elle veut le chaos,2008,3,,,8,5,Denis Côté,1.0,4.0
Hotel op stelten,2008,13,,,8,7,Bart van Leemputten,3.0,1.0
Lady Blood,2008,10,,,7,5,Jean-Marc Vincent,2.0,8.0
Låt den rätte komma in,2008,3,10,7,8,7,Tomas Alfredson,571.0,493.0
La fille de Monaco,2008,12,3,,7,5,Anne Fontaine,16.0,51.0
Je me souviens,2009,3,,,8,5,André Forcier,3.0,3.0
Rallybrudar,2008,12,,,8,7,Lena Koppel,2.0,3.0
"Sans arme, ni haine, ni violence",2008,1,2,3,7,5,Jean-Paul Rouve,2.0,2.0
Russkaya igra,2007,12,,,3,6,Pavel Chukhray,1.0,1.0
End Call,2008,10,,,6,4,Kiyoshi Yamamoto,2.0,9.0
Due vite per caso,2010,3,,,5,2,Alessandro Aronadio,,14.0
I Believe in Unicorns,2014,3,,,4,1,Leah Meyerhoff,18.0,29.0
Post Grad,2009,12,7,,4,1,Vicky Jenson,59.0,96.0
Chen shui de qing chun,2007,9,7,,8,7,Fen-fen Cheng,2.0,3.0
The Family That Preys,2008,3,,,4,1,Tyler Perry,52.0,29.0
Madea Goes to Jail,2009,12,2,3,4,1,Tyler Perry,51.0,42.0
Within the Whirlwind,2009,1,3,,1,1,Marleen Gorris,9.0,21.0
Diorthosi,2007,3,,,8,7,Thanos Anastopoulos,2.0,7.0
Detoroito Metaru Shiti,2008,12,3,20,6,4,Toshio Lee,10.0,16.0
Double Dagger,2008,14,,,4,1,Pablo Veliz,10.0,
Frankenweenie,2012,18,12,13,4,1,Tim Burton,188.0,386.0
The Ugly Truth,2009,12,7,,4,1,Robert Luketic,186.0,175.0
High Life,2009,12,2,,8,1,Gary Yates,11.0,17.0
Un gioco da ragazze,2008,3,,,5,2,Matteo Rovere,2.0,7.0
Cinco días sin Nora,2008,12,3,,8,7,Mariana Chenillo,10.0,30.0
Na-moo-eobs-neun san,2008,3,,,4,7,So Yong Kim,17.0,62.0
My Bestfriend's Girlfriend,2008,12,3,7,8,7,Mark A. Reyes,2.0,1.0
El cant dels ocells,2008,3,,,8,7,Albert Serra,1.0,28.0
Holy Rollers,2010,1,2,3,4,1,Kevin Asch,17.0,78.0
Dang wo men tong zai yi qi,2006,12,3,,8,7,Jong-jong Yu,2.0,
Coyote County Loser,2009,12,3,7,4,1,Jason Naumann,9.0,2.0
Four Boxes,2009,10,16,,4,1,Wyatt McDill,7.0,7.0
Holyman Undercover,2010,12,,,4,1,David A.R. White,6.0,6.0
Peter and Vandy,2009,3,7,,4,1,Jay DiPietro,14.0,23.0
Death Warrior,2009,14,3,10,4,1,Bill Corcoran,6.0,16.0
Kambakkht Ishq,2009,14,12,7,8,7,Sabir Khan,60.0,14.0
King Lines,2007,5,17,,4,1,"Josh Lowell, Peter Mortimer",,
Orochi,2008,3,6,10,6,4,Norio Tsuruta,4.0,8.0
Pornography,2009,9,,,4,1,David Kittredge,14.0,30.0
Son of Morning,2011,12,3,,4,1,Yaniv Raz,6.0,4.0
Fatal Rescue,2009,14,3,7,1,1,Stephen Manuel,8.0,2.0
The Final Destination,2009,10,16,,4,1,David R. Ellis,312.0,226.0
More Than Just a Game,2007,3,17,,8,1,Junaid Ahmed,,1.0
Center Stage: Turn It Up,2008,3,20,7,4,1,Steven Jacobson,22.0,7.0
Fetish,2008,16,,,4,1,Soopum Sohn,2.0,6.0
The Jerk Theory,2009,12,20,7,4,1,Scott S. Anderson,11.0,3.0
Fatso,2008,12,3,,8,7,Arild Fröhlich,10.0,14.0
Maata meren alla,2009,12,3,,8,7,Lenka Hellstedt,2.0,
Täällä Pohjantähden alla,2009,3,7,8,8,7,Timo Koivusalo,2.0,1.0
Korowód,2007,3,7,,8,7,Jerzy Stuhr,1.0,1.0
Distanz,2009,3,,,1,3,Thomas Sieben,2.0,15.0
Foreign Exchange,2008,12,,,4,1,Danny Roth,10.0,2.0
Heaven on Earth,2008,3,,,8,7,Deepa Mehta,17.0,16.0
Meitantei Conan: Konpeki no hitsugi,2007,18,14,5,6,4,Yasuichirô Yamamoto,1.0,3.0
Snijeg,2008,3,,,8,1,Aida Begic,7.0,25.0
Xuxa em Sonho de Menina,2007,13,,,8,7,Rudi Lagemann,1.0,
Albakiara,2008,14,12,3,5,2,Stefano Salvati,2.0,3.0
L'empreinte de l'ange,2008,3,,,7,5,Safy Nebbou,11.0,22.0
Mutants,2009,3,10,15,7,5,David Morlet,29.0,58.0
Singh Is Kinng,2008,14,12,2,8,7,Anees Bazmee,61.0,15.0
Tausend Ozeane,2008,3,,,8,3,Luki Frieden,1.0,4.0
Doraemon: Nobita no Dorabian Naito,1991,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no Kaitei kiganjô,1983,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no Nihon tanjô,1989,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no Taiyô'ô densetsu,2000,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no Uchû kaitakushi,1981,18,5,13,6,4,Hideo Nishimaki,,
Doraemon: Nobita no Wan Nyan Jikûden,2004,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no kyôryû,1980,18,5,13,6,4,Hiroshi Fukutomi,1.0,1.0
Doraemon: Nobita no makai dai bôken,1984,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no nankai daibôken,1998,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to Animaru puranetto,1990,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to Buriki no rabirinsu,1993,18,14,5,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to Ginga ekusupuresu,1996,18,14,5,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to Kumo no ôkoku,1992,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to mugen sankenshi,1994,18,5,12,6,4,Tsutomu Shibayama,,
Doraemon: Nobita no Parareru saiyûki,1988,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to robotto kingudamu,2002,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to Ryû no kishi,1987,18,5,13,6,4,Tsutomu Shibayama,,
Doraemon: Nobita to tetsujin heidan,1986,18,5,13,6,4,Tsutomu Shibayama,,
Giagonan: Oi skoteines meres tou hamou,2007,14,5,12,8,7,Giagos Raftopoulos,4.0,
After,2014,3,9,,4,1,Pieter Gaspersz,3.0,18.0
Cook County,2008,3,,,4,1,David Pomes,4.0,15.0
Forget Me Not,2009,10,7,16,4,1,Tyler Oliver,42.0,26.0
Dare mo mamotte kurenai,2008,3,,,6,4,Ryôichi Kimizuka,3.0,13.0
The Devil's Tomb,2009,14,10,15,4,1,Jason Connery,61.0,32.0
Anatema,2006,3,8,,8,7,Agim Sopi,8.0,
Signorina Effe,2007,3,,,5,2,Wilma Labate,1.0,4.0
Bran Nue Dae,2009,12,3,19,8,1,Rachel Perkins,32.0,32.0
Chain Letter,2009,10,,,4,1,Deon Taylor,53.0,61.0
Orphan,2009,10,9,16,4,1,Jaume Collet-Serra,456.0,276.0
The Bronx Bull,2016,1,3,17,4,1,Martin Guigui,11.0,4.0
MollyCam,2008,3,,,8,7,Aage Rais-Nordentoft,1.0,2.0
Gekijô ban Bleach: The DiamondDust Rebellion - Mô hitotsu no hyôrinmaru,2007,18,14,16,6,4,Noriyuki Abe,6.0,3.0
Die Geschichte vom Brandner Kaspar,2008,12,3,,1,3,Joseph Vilsmaier,3.0,13.0
Cuckoo,2009,3,16,,2,1,Richard Bracewell,1.0,10.0
"Anywhere, USA",2008,12,3,,4,1,Chusy,10.0,6.0
Aga Bai Arecha,2004,12,13,6,8,7,Kedar Shinde,2.0,
Micmacs à tire-larigot,2009,14,12,2,7,5,Jean-Pierre Jeunet,69.0,143.0
Das weiße Band - Eine deutsche Kindergeschichte,2009,3,4,9,1,3,Michael Haneke,208.0,281.0
Yuki & Nina,2009,3,,,7,5,"Hippolyte Girardot, Nobuhiro Suwa",2.0,18.0
Crayon Shin-chan: Arashi wo Yobu Eikou no Yakiniku Road,2003,18,5,12,6,4,Yûji Mutô,,
Brave,2007,14,,,8,7,"Thanapon Maliwan, Afdlin Shauki",3.0,8.0
Espion(s),2009,3,7,16,7,5,Nicolas Saada,7.0,11.0
A Mulher do meu Amigo,2008,12,,,8,7,Cláudio Torres,2.0,
Por see yee,2007,12,,,8,7,Ho-Cheung Pang,2.0,5.0
"Rabioso sol, rabioso cielo",2009,3,6,7,8,7,Julián Hernández,8.0,7.0
Rudolfa mantojums,2010,12,3,,8,7,Janis Streics,1.0,
Çocuk,2008,5,12,13,8,7,Onur Ünlü,,
Ara,2008,3,,,8,7,Ümit Ünal,,4.0
Divina confusión,2008,12,3,,8,7,Salvador Garcini,1.0,1.0
Krishnarjuna,2008,12,3,7,8,7,P. Vasu,9.0,
"Lovely, Still",2008,3,7,,4,1,Nicholas Fackler,22.0,26.0
Chung oi,2007,10,,,8,7,Danny Pang,3.0,8.0
Goliath,2008,12,,,4,1,David Zellner,12.0,7.0
Leaves of Grass,2009,12,2,3,4,1,Tim Blake Nelson,67.0,76.0
"Otto; or, Up with Dead People",2008,12,3,6,1,1,Bruce La Bruce,24.0,38.0
Tanner Hall,2009,3,7,,4,1,"Francesca Gregorini, Tatiana von Fürstenberg",15.0,20.0
Vasif Öngören: Asiye nasil kurtulur,1986,12,3,19,8,7,Atif Yilmaz,,
Räuber Kneißl,2008,3,,,1,3,Marcus H. Rosenmüller,4.0,14.0
U-900,2008,12,8,,1,3,Sven Unterwaldt Jr.,1.0,11.0
Cornered!,2009,10,,,4,1,Daniel Maze,17.0,25.0
Nothing Like the Holidays,2008,12,3,7,4,1,Alfredo Rodriguez de Villa,25.0,74.0
On a Dark and Stormy Night,2010,10,16,,4,1,"Ezequiel, Juan Riedinger",5.0,1.0
Miss March,2009,12,7,,4,1,"Zach Cregger, Trevor Moore",69.0,75.0
Rabia,2009,7,16,,8,7,Sebastián Cordero,2.0,22.0
Mad Sad & Bad,2009,12,,,2,1,Avie Luthra,2.0,11.0
No Bad Days,2008,14,5,12,4,1,David Murphy,2.0,4.0
Rak haeng Siam,2007,3,9,7,8,7,Chookiat Sakveerakul,36.0,15.0
American Violet,2008,3,,,4,1,Tim Disney,22.0,33.0
Beastly,2011,3,6,7,4,1,Daniel Barnz,138.0,143.0
Hired Gun,2009,14,2,,4,1,Brad Jurjens,3.0,
"Navidad, S.A.",2008,12,,,8,7,Fernando Rovzar,,2.0
Super Hybrid,2010,10,15,16,4,1,Eric Valette,22.0,42.0
Palo Pinto Gold,2009,11,,,4,1,Anthony Henslee,3.0,
Public Enemies,2009,1,2,3,4,1,Michael Mann,607.0,359.0
Showbiz,2007,14,2,3,8,7,Raju Khan,3.0,2.0
Wendy and Lucy,2008,3,,,4,1,Kelly Reichardt,122.0,190.0
Haeundae,2009,14,3,,8,7,JK Youn,30.0,45.0
The Least Among You,2009,1,3,,4,1,Mark Young,2.0,2.0
Today's Special,2009,12,,,4,1,David Kaplan,20.0,17.0
Semum,2008,2,6,10,8,7,Hasan Karacadag,20.0,2.0
The Cycle,2009,10,16,,8,1,Micheal Bafaro,19.0,9.0
The Hessen Affair,2009,2,3,4,8,1,Paul Breuls,5.0,4.0
Hoe overleef ik...?,2008,3,13,,8,7,Nicole van Kilsdonk,,4.0
Maman est chez le coiffeur,2008,3,,,8,5,Léa Pool,4.0,18.0
Morrison krijgt een zusje,2008,13,,,8,7,Barbara Bredero,,2.0
Majdnem szüz,2008,3,,,8,7,Péter Bacsó,1.0,
Riprendimi,2008,12,,,5,2,Anna Negri,1.0,5.0
The Gold & the Beautiful,2009,5,12,13,4,1,Jack Serino,17.0,
The Coverup,2008,2,3,9,4,1,Brian Jun,3.0,2.0
BloodRayne: The Third Reich,2011,14,5,6,4,1,Uwe Boll,50.0,53.0
Ballast,2008,3,,,4,1,Lance Hammer,21.0,67.0
Love Simple,2009,12,7,,4,1,Mark von Sternberg,4.0,9.0
Patang,2011,3,,,4,7,Prashant Bhargava,3.0,21.0
Dance Flick,2009,14,12,20,4,1,Damien Dante Wayans,55.0,84.0
Ssang-hwa-jeom,2008,3,4,7,8,7,Ha Yoo,13.0,25.0
"I Love You, Man",2009,12,7,,4,1,John Hamburg,227.0,225.0
Down the Shore,2011,3,7,16,4,1,Harold Guskin,9.0,21.0
The Karate Kid,2010,14,3,13,4,1,Harald Zwart,459.0,264.0
Boku tachi to chûzai san no 700 nichi sensô,2008,12,,,6,4,Renpei Tsukamoto,2.0,4.0
Gekijô ban Kara no kyôkai: Dai isshô - Fukan fûkei,2007,18,14,2,6,4,Ei Aoki,3.0,7.0
Gekijô ban Kara no kyôkai: Dai ni shô - Satsujin kôsatsu (zen),2007,18,14,2,6,4,"Takuya Nomura, Takuya Nomura",2.0,6.0
Gekijô ban Kara no kyôkai: Dai san shô - Tsukakû zanryû,2008,18,14,2,6,4,Mitsuru Obunai,1.0,5.0
Meitantei Conan: Senritsu no furu sukoa,2008,18,14,5,6,4,Yasuichirô Yamamoto,1.0,3.0
20-seiki shônen: Honkaku kagaku bôken eiga,2008,5,6,9,6,4,Yukihiko Tsutsumi,13.0,45.0
Yama no anata - Tokuichi no koi,2008,12,3,,6,4,Katsuhito Ishii,3.0,4.0
The Lightkeepers,2009,12,,,4,1,Daniel Adams,14.0,15.0
De hel van '63,2009,3,17,,8,7,Steven de Jong,8.0,4.0
Hu die fei,2008,3,7,,8,7,Johnnie To,3.0,6.0
Les herbes folles,2009,3,7,,7,5,Alain Resnais,31.0,127.0
Karzzzz,2008,14,3,19,8,7,Satish Kaushik,22.0,4.0
La très très grande entreprise,2008,12,,,7,5,Pierre Jolivet,1.0,4.0
Vincere,2009,1,3,7,5,2,Marco Bellocchio,31.0,119.0
Deadtime Stories 2,2011,10,,,4,1,"Michael Fischa, Jeff Monahan",8.0,19.0
Green Eyed Monster,2007,10,9,15,4,1,Gabriel Barboza,1.0,2.0
K-20: Kaijin nijû mensô den,2008,14,5,2,6,4,Shimako Sato,21.0,46.0
Prime Mover,2009,12,3,,8,1,David Caesar,4.0,8.0
Zombieland,2009,5,12,10,4,1,Ruben Fleischer,680.0,476.0
Duo shuai,2008,14,2,3,8,7,Dennis Law,11.0,17.0
Happy Flight,2008,12,,,6,4,Shinobu Yaguchi,6.0,8.0
Star Crossed,2009,3,7,17,8,1,Mark Heller,3.0,1.0
Zen,2009,1,3,,6,4,Banmei Takahashi,7.0,5.0
Kamui gaiden,2009,14,3,,6,4,Yôichi Sai,8.0,26.0
Bancs publics (Versailles rive droite),2009,12,,,7,5,Bruno Podalydès,3.0,13.0
Bo chi tung wah,2008,14,2,16,8,7,Benny Chan,11.0,28.0
Ready,2008,14,12,,8,7,Sreenu Vaitla,1.0,1.0
The Three Investigators and the Secret of Terror Castle,2009,5,13,9,1,1,Florian Baxmeyer,8.0,18.0
Agua fria de mar,2010,3,,,8,7,Paz Fábrega,,9.0
Circus Fantasticus,2011,3,8,,8,7,Janez Burger,1.0,13.0
Na putu,2010,3,,,8,7,Jasmila Zbanic,3.0,36.0
La Bohème,2008,20,7,,8,2,Robert Dornhelm,10.0,20.0
Cea mai fericitã fatã din lume,2009,12,3,,8,7,Radu Jude,6.0,24.0
Huacho,2009,3,,,8,7,Alejandro Fernández Almendras,,20.0
Aussie and Ted's Great Adventure,2009,13,,,4,1,Shuki Levy,3.0,1.0
Break,2008,14,2,3,4,1,Marc Clebanoff,21.0,1.0
Perro come perro,2008,16,,,8,7,Carlos Moreno,14.0,10.0
Kisaragi,2007,12,9,,6,4,Yûichi Satô,3.0,4.0
Desh Drohi,2008,14,16,,8,7,Jagdish A. Sharma,19.0,2.0
Lille soldat,2008,3,,,8,1,Annette K. Olesen,5.0,14.0
Cayman Went,2009,3,13,,4,1,Bobby Sheehan,6.0,1.0
Little Big Boy,2012,12,10,,2,1,Kim Sønderholm,2.0,6.0
Eden à l'Ouest,2009,3,,,7,5,Costa-Gavras,9.0,34.0
Never Grow Old,2019,3,11,,8,1,Ivan Kavanagh,52.0,42.0
Jigeum sarangha-neun saramgwa salgo issumnika?,2007,5,3,,8,7,Yun-su Chong,4.0,2.0
